Temperature,n,mae,rmse,nrmse_range,r2,median_ape_pct
30C,84,5559.25038523538,9406.309844418967,0.253142883221707,0.29568551999774484,68.64815373510544
40C,84,4434.806858490027,7686.1688258228505,0.20685039826240018,0.5297293277928694,50.09656109078401
50C,84,4780.898185293235,8169.341144983186,0.21985354572279742,0.468746112672772,51.927079570225665
60C,84,4906.248695150862,8241.042567430544,0.2217831764823233,0.4593796724892648,71.09810775145885
