index,Sample,Trial,Time,Primary,Secondary
1,PDMS,3,0.00939,0.00065682,0.00069594
2,PDMS,3,0.1007,0.00065686,0.00069586
3,PDMS,3,0.2007,0.00065692,0.0006959
4,PDMS,3,0.30066,0.00065686,0.00069586
5,PDMS,3,0.4007,0.00065686,0.00069588
6,PDMS,3,0.50066,0.0006569,0.00069586
7,PDMS,3,0.6007,0.00065688,0.00069586
8,PDMS,3,0.70066,0.0006569,0.0006959
9,PDMS,3,0.80066,0.00065684,0.00069584
10,PDMS,3,0.90066,0.00065686,0.00069582
11,PDMS,3,1.00066,0.00065688,0.0006959
12,PDMS,3,1.1007,0.00065692,0.00069592
13,PDMS,3,1.2007,0.0006569,0.000696
14,PDMS,3,1.30066,0.00065684,0.00069574
15,PDMS,3,1.4007,0.00065692,0.0006957
16,PDMS,3,1.5007,0.00065686,0.00069576
17,PDMS,3,1.60066,0.00065686,0.00069578
18,PDMS,3,1.7007,0.00065686,0.00069582
19,PDMS,3,1.80066,0.00065686,0.00069578
20,PDMS,3,1.90066,0.00065696,0.00069578
21,PDMS,3,2.0007,0.0006569,0.00069584
22,PDMS,3,2.1007,0.00065676,0.00069584
23,PDMS,3,2.20066,0.00065678,0.00069584
24,PDMS,3,2.3007,0.00065682,0.00069582
25,PDMS,3,2.4007,0.00065682,0.00069578
26,PDMS,3,2.50066,0.0006568,0.00069578
27,PDMS,3,2.60066,0.00065682,0.00069584
28,PDMS,3,2.70066,0.00065684,0.00069584
29,PDMS,3,2.8007,0.00065682,0.00069584
30,PDMS,3,2.9007,0.00065686,0.00069588
31,PDMS,3,3.0007,0.00065684,0.00069578
32,PDMS,3,3.1007,0.00065684,0.0006958
33,PDMS,3,3.20066,0.00065686,0.00069576
34,PDMS,3,3.30066,0.00065686,0.00069576
35,PDMS,3,3.4007,0.00065684,0.00069578
36,PDMS,3,3.50066,0.00065672,0.00069578
37,PDMS,3,3.60066,0.00065668,0.00069576
38,PDMS,3,3.70066,0.00065674,0.00069584
39,PDMS,3,3.80066,0.00065674,0.0006959
40,PDMS,3,3.90066,0.00065672,0.00069592
41,PDMS,3,4.00066,0.00065666,0.00069588
42,PDMS,3,4.10067,0.00065672,0.00069588
43,PDMS,3,4.20066,0.00065678,0.00069586
44,PDMS,3,4.30066,0.0006567,0.00069582
45,PDMS,3,4.4007,0.0006567,0.00069578
46,PDMS,3,4.50066,0.00065674,0.00069584
47,PDMS,3,4.6007,0.00065672,0.00069586
48,PDMS,3,4.70067,0.0006567,0.00069588
49,PDMS,3,4.8007,0.00065666,0.00069582
50,PDMS,3,4.9007,0.00065664,0.00069582
51,PDMS,3,5.00066,0.00065664,0.00069584
52,PDMS,3,5.10066,0.00065666,0.00069586
53,PDMS,3,5.20066,0.00065664,0.00069586
54,PDMS,3,5.30066,0.0006566,0.00069582
55,PDMS,3,5.40066,0.0006566,0.00069582
56,PDMS,3,5.50066,0.0006566,0.00069582
57,PDMS,3,5.60066,0.00065658,0.00069584
58,PDMS,3,5.70066,0.0006566,0.00069584
59,PDMS,3,5.8007,0.0006566,0.00069588
60,PDMS,3,5.9007,0.0006566,0.00069584
61,PDMS,3,6.0007,0.00065658,0.00069584
62,PDMS,3,6.10066,0.0006565,0.0006958
63,PDMS,3,6.2007,0.00065646,0.00069582
64,PDMS,3,6.30066,0.0006565,0.00069586
65,PDMS,3,6.4007,0.00065648,0.00069586
66,PDMS,3,6.5007,0.00065654,0.00069584
67,PDMS,3,6.60066,0.0006565,0.00069584
68,PDMS,3,6.7007,0.00065648,0.00069584
69,PDMS,3,6.8007,0.00065654,0.00069582
70,PDMS,3,6.9007,0.0006564,0.0006958
71,PDMS,3,7.0007,0.00065618,0.00069578
72,PDMS,3,7.10066,0.0006559,0.00069582
73,PDMS,3,7.2007,0.00065568,0.00069578
74,PDMS,3,7.3007,0.00065554,0.0006958
75,PDMS,3,7.40066,0.00065536,0.00069582
76,PDMS,3,7.5007,0.00065526,0.0006958
77,PDMS,3,7.6007,0.00065512,0.00069578
78,PDMS,3,7.7007,0.00065502,0.0006958
79,PDMS,3,7.80066,0.00065492,0.0006958
80,PDMS,3,7.90066,0.00065484,0.00069578
81,PDMS,3,8.00066,0.00065474,0.00069578
82,PDMS,3,8.1007,0.00065468,0.00069576
83,PDMS,3,8.2007,0.0006546,0.00069576
84,PDMS,3,8.3007,0.00065454,0.00069574
85,PDMS,3,8.4007,0.00065448,0.00069572
86,PDMS,3,8.50066,0.00065442,0.0006957
87,PDMS,3,8.6007,0.00065438,0.00069568
88,PDMS,3,8.70066,0.00065432,0.00069566
89,PDMS,3,8.80066,0.0006543,0.00069564
90,PDMS,3,8.90066,0.00065422,0.00069564
91,PDMS,3,9.00066,0.00065418,0.00069558
92,PDMS,3,9.1007,0.00065416,0.00069556
93,PDMS,3,9.20066,0.00065412,0.00069552
94,PDMS,3,9.30066,0.0006541,0.00069552
95,PDMS,3,9.40066,0.00065404,0.00069548
96,PDMS,3,9.50066,0.00065402,0.00069544
97,PDMS,3,9.6007,0.00065396,0.00069542
98,PDMS,3,9.70066,0.00065396,0.00069536
99,PDMS,3,9.80066,0.00065392,0.00069534
100,PDMS,3,9.90066,0.00065388,0.00069532
101,PDMS,3,10.00066,0.00065388,0.00069528
102,PDMS,3,10.1007,0.00065384,0.00069526
103,PDMS,3,10.2007,0.0006538,0.00069522
104,PDMS,3,10.3007,0.00065378,0.00069516
105,PDMS,3,10.4007,0.00065378,0.00069514
106,PDMS,3,10.5007,0.00065372,0.00069512
107,PDMS,3,10.60066,0.00065372,0.00069508
108,PDMS,3,10.7007,0.0006537,0.00069504
109,PDMS,3,10.80066,0.00065368,0.000695
110,PDMS,3,10.9007,0.00065368,0.00069496
111,PDMS,3,11.00066,0.00065364,0.00069498
112,PDMS,3,11.10067,0.00065362,0.00069492
113,PDMS,3,11.20067,0.00065362,0.00069488
114,PDMS,3,11.3007,0.00065358,0.00069486
115,PDMS,3,11.40066,0.00065356,0.00069482
116,PDMS,3,11.50066,0.00065354,0.00069478
117,PDMS,3,11.60066,0.00065352,0.00069476
118,PDMS,3,11.7007,0.0006535,0.00069474
119,PDMS,3,11.8007,0.00065346,0.0006947
120,PDMS,3,11.9007,0.00065348,0.00069468
121,PDMS,3,12.0007,0.00065346,0.00069464
122,PDMS,3,12.1007,0.00065344,0.0006946
123,PDMS,3,12.2007,0.00065344,0.00069456
124,PDMS,3,12.3007,0.00065338,0.00069454
125,PDMS,3,12.40066,0.0006534,0.0006945
126,PDMS,3,12.50066,0.00065336,0.00069448
127,PDMS,3,12.6007,0.00065334,0.00069444
128,PDMS,3,12.7007,0.00065334,0.00069442
129,PDMS,3,12.8007,0.00065334,0.00069438
130,PDMS,3,12.9007,0.0006533,0.00069436
131,PDMS,3,13.0007,0.0006533,0.00069434
132,PDMS,3,13.1007,0.00065328,0.0006943
133,PDMS,3,13.20066,0.00065326,0.00069426
134,PDMS,3,13.30066,0.00065326,0.00069426
135,PDMS,3,13.40066,0.00065324,0.00069424
136,PDMS,3,13.5007,0.00065324,0.00069422
137,PDMS,3,13.60067,0.0006532,0.00069418
138,PDMS,3,13.70067,0.0006532,0.00069414
139,PDMS,3,13.80067,0.00065316,0.00069412
140,PDMS,3,13.9007,0.00065318,0.0006941
141,PDMS,3,14.0007,0.00065316,0.00069408
142,PDMS,3,14.10066,0.00065314,0.00069406
143,PDMS,3,14.20066,0.00065312,0.00069404
144,PDMS,3,14.30066,0.0006531,0.000694
145,PDMS,3,14.40066,0.0006531,0.00069396
146,PDMS,3,14.50066,0.0006531,0.00069396
147,PDMS,3,14.60066,0.00065308,0.00069392
148,PDMS,3,14.7007,0.00065306,0.0006939
149,PDMS,3,14.8007,0.00065308,0.00069388
150,PDMS,3,14.9007,0.00065304,0.00069388
151,PDMS,3,15.00066,0.00065304,0.00069382
152,PDMS,3,15.1007,0.00065302,0.00069378
153,PDMS,3,15.2007,0.00065302,0.0006938
154,PDMS,3,15.30066,0.00065302,0.00069376
155,PDMS,3,15.4007,0.00065298,0.00069376
156,PDMS,3,15.5007,0.00065296,0.00069372
157,PDMS,3,15.6007,0.00065296,0.0006937
158,PDMS,3,15.7007,0.00065296,0.00069368
159,PDMS,3,15.80071,0.00065296,0.00069368
160,PDMS,3,15.9007,0.00065294,0.00069364
161,PDMS,3,16.00067,0.00065294,0.00069362
162,PDMS,3,16.1007,0.00065294,0.0006936
163,PDMS,3,16.20066,0.0006529,0.00069358
164,PDMS,3,16.30067,0.0006529,0.00069356
165,PDMS,3,16.40066,0.00065292,0.00069354
166,PDMS,3,16.5007,0.00065288,0.00069352
167,PDMS,3,16.6007,0.00065288,0.0006935
168,PDMS,3,16.7007,0.00065288,0.00069348
169,PDMS,3,16.80066,0.00065288,0.00069348
170,PDMS,3,16.90066,0.00065286,0.00069342
171,PDMS,3,17.00066,0.00065288,0.00069342
172,PDMS,3,17.1007,0.00065286,0.0006934
173,PDMS,3,17.2007,0.00065284,0.0006934
174,PDMS,3,17.3007,0.00065286,0.00069336
175,PDMS,3,17.40066,0.00065286,0.00069338
176,PDMS,3,17.5007,0.00065284,0.00069334
177,PDMS,3,17.60066,0.00065284,0.00069332
178,PDMS,3,17.70066,0.00065282,0.0006933
179,PDMS,3,17.8007,0.0006528,0.0006933
180,PDMS,3,17.9007,0.00065282,0.0006933
181,PDMS,3,18.00067,0.0006528,0.0006933
182,PDMS,3,18.1007,0.0006528,0.00069326
183,PDMS,3,18.2007,0.00065278,0.00069324
184,PDMS,3,18.3007,0.00065276,0.00069326
185,PDMS,3,18.4007,0.00065278,0.00069322
186,PDMS,3,18.50066,0.00065278,0.00069322
187,PDMS,3,18.60066,0.00065276,0.0006932
188,PDMS,3,18.70066,0.00065276,0.00069318
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
