index,Sample,Trial,Time,Primary,Secondary
1,metal,3,0.00932,0.0006585,0.00069766
2,metal,3,0.10066,0.0006585,0.00069766
3,metal,3,0.20066,0.00065848,0.00069766
4,metal,3,0.30066,0.00065848,0.00069766
5,metal,3,0.40066,0.00065848,0.00069764
6,metal,3,0.5007,0.00065846,0.00069764
7,metal,3,0.6007,0.00065844,0.00069762
8,metal,3,0.70066,0.00065844,0.00069764
9,metal,3,0.80066,0.00065842,0.00069764
10,metal,3,0.90066,0.00065842,0.00069762
11,metal,3,1.0007,0.00065842,0.00069762
12,metal,3,1.10066,0.0006584,0.00069762
13,metal,3,1.20066,0.00065842,0.00069762
14,metal,3,1.30066,0.0006584,0.0006976
15,metal,3,1.4007,0.00065842,0.00069764
16,metal,3,1.5007,0.00065844,0.00069776
17,metal,3,1.60066,0.00065842,0.00069774
18,metal,3,1.7007,0.00065844,0.00069764
19,metal,3,1.80066,0.0006584,0.00069764
20,metal,3,1.9007,0.00065836,0.00069768
21,metal,3,2.0007,0.00065838,0.00069762
22,metal,3,2.10066,0.0006584,0.00069758
23,metal,3,2.20066,0.00065828,0.00069756
24,metal,3,2.30066,0.0006582,0.00069752
25,metal,3,2.4007,0.00065816,0.00069768
26,metal,3,2.5007,0.0006581,0.00069778
27,metal,3,2.60066,0.00065814,0.00069778
28,metal,3,2.70066,0.00065808,0.00069786
29,metal,3,2.8007,0.00065812,0.00069784
30,metal,3,2.90066,0.0006581,0.0006978
31,metal,3,3.0007,0.00065808,0.00069784
32,metal,3,3.1007,0.00065808,0.00069782
33,metal,3,3.2007,0.00065808,0.00069776
34,metal,3,3.3007,0.0006581,0.00069768
35,metal,3,3.4007,0.00065822,0.00069772
36,metal,3,3.50066,0.00065826,0.00069768
37,metal,3,3.6007,0.00065828,0.00069766
38,metal,3,3.70066,0.00065828,0.00069762
39,metal,3,3.8007,0.00065828,0.00069758
40,metal,3,3.9007,0.00065828,0.00069758
41,metal,3,4.0007,0.00065826,0.0006976
42,metal,3,4.10066,0.00065826,0.00069758
43,metal,3,4.20066,0.00065826,0.00069758
44,metal,3,4.3007,0.00065828,0.00069762
45,metal,3,4.40066,0.00065828,0.0006976
46,metal,3,4.50066,0.00065828,0.00069758
47,metal,3,4.6007,0.00065828,0.00069758
48,metal,3,4.70066,0.00065826,0.00069758
49,metal,3,4.80066,0.00065824,0.00069764
50,metal,3,4.90066,0.00065826,0.00069758
51,metal,3,5.0007,0.0006582,0.00069756
52,metal,3,5.1007,0.00065824,0.00069764
53,metal,3,5.2007,0.00065818,0.00069758
54,metal,3,5.3007,0.00065814,0.00069752
55,metal,3,5.4007,0.00065806,0.0006975
56,metal,3,5.50066,0.00065792,0.00069754
57,metal,3,5.60066,0.00065792,0.00069762
58,metal,3,5.7007,0.00065792,0.00069766
59,metal,3,5.8007,0.00065786,0.00069764
60,metal,3,5.9007,0.00065778,0.00069734
61,metal,3,6.0007,0.0006559,0.00069728
62,metal,3,6.1007,0.0006542,0.00069734
63,metal,3,6.2007,0.00065318,0.00069734
64,metal,3,6.30066,0.0006525,0.00069736
65,metal,3,6.4007,0.00065196,0.00069734
66,metal,3,6.50066,0.00065152,0.00069734
67,metal,3,6.6007,0.00065118,0.00069732
68,metal,3,6.70066,0.00065088,0.0006973
69,metal,3,6.80066,0.00065066,0.00069726
70,metal,3,6.9007,0.00065044,0.0006972
71,metal,3,7.0007,0.00065024,0.00069714
72,metal,3,7.10066,0.0006501,0.00069708
73,metal,3,7.2007,0.00064994,0.000697
74,metal,3,7.3007,0.0006498,0.00069694
75,metal,3,7.40066,0.0006497,0.00069686
76,metal,3,7.5007,0.0006496,0.00069674
77,metal,3,7.6007,0.00064948,0.00069664
78,metal,3,7.70066,0.00064938,0.00069654
79,metal,3,7.8007,0.0006493,0.0006964
80,metal,3,7.9007,0.00064924,0.00069628
81,metal,3,8.0007,0.00064916,0.00069614
82,metal,3,8.10066,0.0006491,0.000696
83,metal,3,8.20066,0.00064904,0.0006959
84,metal,3,8.30066,0.000649,0.00069574
85,metal,3,8.40066,0.00064894,0.00069564
86,metal,3,8.50066,0.00064886,0.00069552
87,metal,3,8.6007,0.00064884,0.0006954
88,metal,3,8.7007,0.0006488,0.00069528
89,metal,3,8.80066,0.00064876,0.00069514
90,metal,3,8.90066,0.00064872,0.00069502
91,metal,3,9.00066,0.00064864,0.0006949
92,metal,3,9.10066,0.00064862,0.00069474
93,metal,3,9.20066,0.00064858,0.00069462
94,metal,3,9.30066,0.00064854,0.00069448
95,metal,3,9.4007,0.00064848,0.00069436
96,metal,3,9.5007,0.00064844,0.00069426
97,metal,3,9.60066,0.00064842,0.00069412
98,metal,3,9.70066,0.00064838,0.00069402
99,metal,3,9.8007,0.00064834,0.00069388
100,metal,3,9.90066,0.00064832,0.00069376
101,metal,3,10.00066,0.0006483,0.00069362
102,metal,3,10.1007,0.00064826,0.00069354
103,metal,3,10.20066,0.00064822,0.00069342
104,metal,3,10.3007,0.0006482,0.00069332
105,metal,3,10.40066,0.00064818,0.00069318
106,metal,3,10.50066,0.00064816,0.00069316
107,metal,3,10.6007,0.00064814,0.00069302
108,metal,3,10.7007,0.00064812,0.0006929
109,metal,3,10.80066,0.00064812,0.0006928
110,metal,3,10.9007,0.0006481,0.00069272
111,metal,3,11.00066,0.00064808,0.00069262
112,metal,3,11.1007,0.00064806,0.00069254
113,metal,3,11.2007,0.00064806,0.0006924
114,metal,3,11.30066,0.00064804,0.00069232
115,metal,3,11.4007,0.00064802,0.00069224
116,metal,3,11.50066,0.000648,0.00069218
117,metal,3,11.60066,0.000648,0.00069208
118,metal,3,11.70066,0.00064798,0.00069196
119,metal,3,11.80066,0.00064794,0.0006919
120,metal,3,11.90066,0.00064792,0.00069182
121,metal,3,12.0007,0.0006479,0.00069174
122,metal,3,12.1007,0.0006479,0.00069166
123,metal,3,12.2007,0.00064788,0.00069154
124,metal,3,12.30066,0.00064786,0.00069148
125,metal,3,12.40066,0.00064784,0.00069142
126,metal,3,12.5007,0.00064782,0.0006913
127,metal,3,12.6007,0.00064782,0.00069124
128,metal,3,12.7007,0.00064778,0.00069118
129,metal,3,12.8007,0.00064778,0.0006911
130,metal,3,12.90066,0.00064776,0.00069104
131,metal,3,13.0007,0.00064774,0.00069094
132,metal,3,13.1007,0.00064776,0.0006909
133,metal,3,13.20066,0.00064772,0.00069084
134,metal,3,13.3007,0.0006477,0.00069076
135,metal,3,13.40066,0.0006477,0.00069068
136,metal,3,13.50066,0.00064768,0.00069062
137,metal,3,13.60066,0.00064768,0.00069054
138,metal,3,13.70066,0.00064768,0.0006905
139,metal,3,13.8007,0.00064766,0.00069044
140,metal,3,13.9007,0.00064764,0.0006904
141,metal,3,14.00066,0.00064764,0.00069032
142,metal,3,14.1007,0.00064764,0.00069026
143,metal,3,14.20066,0.00064764,0.0006902
144,metal,3,14.30066,0.00064762,0.00069016
145,metal,3,14.4007,0.00064762,0.0006901
146,metal,3,14.5007,0.00064762,0.00069002
147,metal,3,14.60066,0.00064762,0.00068998
148,metal,3,14.7007,0.00064758,0.00068994
149,metal,3,14.8007,0.0006476,0.00068988
150,metal,3,14.9007,0.00064758,0.00068984
151,metal,3,15.0007,0.00064758,0.00068978
152,metal,3,15.10066,0.00064758,0.00068974
153,metal,3,15.20066,0.00064756,0.0006897
154,metal,3,15.3007,0.00064756,0.00068964
