index,Sample,Trial,Time,Primary,Secondary
1,metal,2,0.00937,0.0006579,0.0006973
2,metal,2,0.1007,0.000658,0.00069726
3,metal,2,0.20066,0.000658,0.00069726
4,metal,2,0.3007,0.000658,0.00069726
5,metal,2,0.40066,0.00065798,0.00069722
6,metal,2,0.50066,0.00065798,0.00069722
7,metal,2,0.60066,0.00065798,0.0006972
8,metal,2,0.7007,0.00065798,0.00069722
9,metal,2,0.8007,0.00065798,0.00069726
10,metal,2,0.90066,0.00065798,0.0006972
11,metal,2,1.00066,0.000658,0.0006972
12,metal,2,1.1007,0.00065798,0.00069722
13,metal,2,1.20066,0.000658,0.00069716
14,metal,2,1.3007,0.00065802,0.00069718
15,metal,2,1.40066,0.000658,0.00069726
16,metal,2,1.5007,0.000658,0.00069722
17,metal,2,1.60066,0.000658,0.00069726
18,metal,2,1.7007,0.00065798,0.00069726
19,metal,2,1.8007,0.00065794,0.00069726
20,metal,2,1.90066,0.00065782,0.0006972
21,metal,2,2.00066,0.00065782,0.00069718
22,metal,2,2.1007,0.00065778,0.00069722
23,metal,2,2.20066,0.00065778,0.00069728
24,metal,2,2.30066,0.00065778,0.00069726
25,metal,2,2.4007,0.00065778,0.00069726
26,metal,2,2.5007,0.00065776,0.00069726
27,metal,2,2.6007,0.00065778,0.00069728
28,metal,2,2.70066,0.00065776,0.00069714
29,metal,2,2.80066,0.00065618,0.0006969
30,metal,2,2.9007,0.0006546,0.00069696
31,metal,2,3.0007,0.0006535,0.0006971
32,metal,2,3.1007,0.00065282,0.00069706
33,metal,2,3.2007,0.00065236,0.000697
34,metal,2,3.30066,0.00065192,0.000697
35,metal,2,3.40066,0.00065158,0.00069698
36,metal,2,3.5007,0.0006513,0.00069698
37,metal,2,3.6007,0.00065106,0.00069692
38,metal,2,3.70066,0.00065086,0.00069688
39,metal,2,3.8007,0.00065066,0.00069682
40,metal,2,3.9007,0.0006505,0.00069676
41,metal,2,4.0007,0.00065036,0.0006967
42,metal,2,4.1007,0.00065024,0.00069662
43,metal,2,4.20066,0.0006501,0.00069656
44,metal,2,4.30066,0.00065,0.00069644
45,metal,2,4.4007,0.00064992,0.00069634
46,metal,2,4.5007,0.00064982,0.00069626
47,metal,2,4.6007,0.00064974,0.00069614
48,metal,2,4.7007,0.00064966,0.00069602
49,metal,2,4.80066,0.00064962,0.00069592
50,metal,2,4.9007,0.00064954,0.0006958
51,metal,2,5.0007,0.00064946,0.00069566
52,metal,2,5.1007,0.00064942,0.00069552
53,metal,2,5.2007,0.00064936,0.0006954
54,metal,2,5.30066,0.0006493,0.00069528
55,metal,2,5.4007,0.00064926,0.00069514
56,metal,2,5.5007,0.0006492,0.00069506
57,metal,2,5.6007,0.00064916,0.00069492
58,metal,2,5.7007,0.0006491,0.00069482
59,metal,2,5.80066,0.00064908,0.00069468
60,metal,2,5.90066,0.00064906,0.00069456
61,metal,2,6.00066,0.000649,0.00069442
62,metal,2,6.1007,0.00064898,0.00069432
63,metal,2,6.20066,0.00064892,0.00069418
64,metal,2,6.30066,0.0006489,0.0006941
65,metal,2,6.4007,0.00064886,0.00069396
66,metal,2,6.5007,0.00064884,0.00069388
67,metal,2,6.60066,0.00064878,0.00069374
68,metal,2,6.70066,0.00064878,0.00069362
69,metal,2,6.80066,0.00064874,0.00069354
70,metal,2,6.9007,0.00064872,0.00069346
71,metal,2,7.00066,0.00064866,0.0006933
72,metal,2,7.10066,0.00064866,0.00069318
73,metal,2,7.2007,0.00064862,0.0006931
74,metal,2,7.3007,0.00064862,0.00069302
75,metal,2,7.4007,0.00064858,0.00069292
76,metal,2,7.50066,0.00064856,0.00069284
77,metal,2,7.6007,0.00064854,0.00069272
78,metal,2,7.70066,0.0006485,0.00069262
79,metal,2,7.80066,0.00064848,0.00069254
80,metal,2,7.90066,0.00064846,0.00069246
81,metal,2,8.0007,0.00064844,0.00069238
82,metal,2,8.1007,0.00064842,0.00069226
83,metal,2,8.2007,0.00064842,0.00069216
84,metal,2,8.30066,0.00064836,0.0006921
85,metal,2,8.40066,0.00064836,0.00069198
86,metal,2,8.5007,0.00064836,0.00069192
87,metal,2,8.60066,0.00064832,0.00069184
88,metal,2,8.7007,0.00064828,0.00069176
89,metal,2,8.8007,0.0006483,0.00069168
90,metal,2,8.90066,0.00064828,0.0006916
91,metal,2,9.0007,0.00064826,0.00069154
92,metal,2,9.1007,0.00064822,0.00069146
93,metal,2,9.20066,0.00064816,0.00069136
94,metal,2,9.3007,0.00064818,0.0006913
95,metal,2,9.4007,0.00064816,0.00069122
96,metal,2,9.5007,0.00064816,0.00069118
97,metal,2,9.6007,0.00064812,0.00069108
98,metal,2,9.70066,0.00064812,0.00069102
99,metal,2,9.8007,0.0006481,0.00069096
100,metal,2,9.9007,0.00064804,0.00069086
101,metal,2,10.0007,0.00064808,0.00069084
102,metal,2,10.1007,0.00064806,0.00069078
103,metal,2,10.20066,0.00064806,0.00069068
104,metal,2,10.30066,0.00064806,0.00069066
105,metal,2,10.4007,0.00064804,0.00069058
106,metal,2,10.5007,0.000648,0.0006905
107,metal,2,10.60066,0.000648,0.00069046
108,metal,2,10.70066,0.000648,0.00069038
109,metal,2,10.80066,0.00064798,0.00069036
110,metal,2,10.90066,0.00064794,0.0006903
111,metal,2,11.0007,0.00064794,0.00069024
112,metal,2,11.1007,0.00064794,0.00069018
113,metal,2,11.20066,0.00064792,0.00069014
114,metal,2,11.3007,0.0006479,0.00069004
115,metal,2,11.40066,0.0006479,0.00069004
116,metal,2,11.5007,0.00064786,0.00068998
117,metal,2,11.60066,0.0006479,0.00068992
118,metal,2,11.70066,0.00064788,0.00068986
119,metal,2,11.8007,0.00064786,0.00068982
120,metal,2,11.9007,0.00064786,0.00068978
121,metal,2,12.00066,0.00064784,0.00068972
122,metal,2,12.1007,0.00064784,0.00068968
123,metal,2,12.20066,0.00064784,0.00068964
124,metal,2,12.3007,0.00064782,0.00068958
125,metal,2,12.4007,0.0006478,0.00068952
126,metal,2,12.5007,0.00064776,0.00068952
127,metal,2,12.60066,0.00064778,0.00068948
128,metal,2,12.70066,0.00064776,0.0006894
129,metal,2,12.8007,0.00064776,0.00068938
130,metal,2,12.9007,0.00064774,0.00068936
131,metal,2,13.00066,0.00064774,0.0006893
132,metal,2,13.10066,0.00064776,0.00068928
133,metal,2,13.20066,0.00064772,0.00068922
134,metal,2,13.3007,0.00064772,0.00068918
135,metal,2,13.4007,0.00064768,0.00068916
136,metal,2,13.5007,0.0006477,0.0006891
137,metal,2,13.6007,0.00064768,0.0006891
138,metal,2,13.7007,0.0006477,0.00068906
139,metal,2,13.80066,0.00064766,0.00068902
140,metal,2,13.9007,0.00064764,0.00068898
141,metal,2,14.00067,0.00064766,0.00068894
142,metal,2,14.10066,0.00064766,0.00068892
143,metal,2,14.2007,0.00064764,0.0006889
144,metal,2,14.30066,0.00064762,0.00068886
145,metal,2,14.40066,0.00064764,0.00068882
