index,Sample,Trial,Time,Primary,Secondary
1,glass,1,0.00938,0.00065976,0.00069902
2,glass,1,0.10067,0.00065978,0.000699
3,glass,1,0.20067,0.00065974,0.000699
4,glass,1,0.30067,0.00065974,0.000699
5,glass,1,0.40067,0.00065972,0.00069896
6,glass,1,0.50067,0.00065972,0.00069896
7,glass,1,0.60071,0.00065972,0.00069896
8,glass,1,0.70071,0.0006597,0.00069894
9,glass,1,0.80071,0.0006597,0.00069894
10,glass,1,0.90071,0.0006597,0.0006989
11,glass,1,1.00071,0.0006597,0.00069892
12,glass,1,1.10071,0.0006597,0.00069888
13,glass,1,1.20071,0.0006597,0.0006989
14,glass,1,1.30071,0.00065966,0.0006989
15,glass,1,1.40067,0.0006597,0.00069892
16,glass,1,1.50071,0.00065966,0.0006989
17,glass,1,1.60071,0.00065968,0.0006989
18,glass,1,1.70067,0.00065966,0.00069888
19,glass,1,1.80067,0.00065964,0.00069886
20,glass,1,1.90071,0.00065964,0.00069886
21,glass,1,2.00071,0.00065964,0.00069884
22,glass,1,2.10067,0.00065966,0.00069886
23,glass,1,2.20067,0.00065964,0.00069886
24,glass,1,2.30071,0.00065964,0.00069886
25,glass,1,2.40067,0.00065964,0.00069884
26,glass,1,2.50071,0.00065964,0.00069884
27,glass,1,2.60071,0.00065964,0.0006988
28,glass,1,2.70071,0.00065962,0.00069884
29,glass,1,2.80067,0.00065962,0.00069884
30,glass,1,2.90067,0.00065964,0.0006988
31,glass,1,3.00067,0.0006596,0.00069884
32,glass,1,3.10071,0.0006596,0.0006988
33,glass,1,3.20071,0.0006596,0.0006988
34,glass,1,3.30067,0.00065958,0.00069878
35,glass,1,3.40067,0.0006596,0.00069878
36,glass,1,3.50071,0.0006596,0.00069876
37,glass,1,3.60067,0.0006596,0.00069878
38,glass,1,3.70067,0.00065958,0.00069876
39,glass,1,3.80071,0.00065958,0.00069878
40,glass,1,3.90071,0.0006596,0.00069876
41,glass,1,4.00071,0.00065958,0.0006988
42,glass,1,4.10071,0.00065958,0.00069878
43,glass,1,4.20071,0.00065958,0.00069876
44,glass,1,4.30067,0.00065956,0.00069878
45,glass,1,4.40071,0.0006596,0.00069874
46,glass,1,4.50071,0.00065956,0.00069874
47,glass,1,4.60071,0.00065956,0.00069878
48,glass,1,4.70072,0.00065956,0.00069876
49,glass,1,4.80071,0.00065954,0.00069874
50,glass,1,4.90071,0.00065956,0.00069874
51,glass,1,5.00067,0.00065952,0.00069874
52,glass,1,5.10067,0.00065952,0.00069874
53,glass,1,5.20071,0.00065952,0.00069874
54,glass,1,5.30067,0.00065954,0.00069872
55,glass,1,5.40071,0.0006595,0.00069874
56,glass,1,5.50071,0.0006595,0.00069872
57,glass,1,5.60067,0.0006595,0.00069872
58,glass,1,5.70067,0.0006595,0.0006987
59,glass,1,5.80067,0.0006595,0.00069872
60,glass,1,5.90067,0.0006595,0.00069872
61,glass,1,6.00071,0.00065946,0.00069868
62,glass,1,6.10067,0.00065946,0.0006987
63,glass,1,6.20067,0.00065948,0.00069872
64,glass,1,6.30067,0.00065946,0.0006987
65,glass,1,6.40067,0.00065946,0.00069868
66,glass,1,6.50067,0.00065944,0.0006987
67,glass,1,6.60071,0.00065946,0.0006987
68,glass,1,6.70067,0.00065944,0.0006987
69,glass,1,6.80071,0.00065942,0.00069872
70,glass,1,6.90067,0.00065944,0.0006987
71,glass,1,7.00071,0.00065944,0.0006987
72,glass,1,7.10067,0.00065942,0.00069866
73,glass,1,7.20067,0.00065944,0.00069868
74,glass,1,7.30071,0.00065944,0.00069866
75,glass,1,7.40071,0.00065942,0.00069866
76,glass,1,7.50071,0.00065942,0.00069866
77,glass,1,7.60067,0.00065944,0.00069864
78,glass,1,7.70067,0.00065944,0.00069866
79,glass,1,7.80071,0.00065944,0.00069864
80,glass,1,7.90067,0.00065944,0.00069866
81,glass,1,8.00067,0.00065944,0.00069862
82,glass,1,8.10067,0.00065944,0.00069864
83,glass,1,8.20071,0.00065944,0.00069866
84,glass,1,8.30067,0.00065946,0.00069864
85,glass,1,8.40071,0.00065944,0.00069864
86,glass,1,8.50067,0.00065946,0.00069862
87,glass,1,8.60071,0.00065944,0.00069866
88,glass,1,8.70067,0.00065946,0.00069862
89,glass,1,8.80067,0.00065944,0.00069864
90,glass,1,8.90071,0.00065944,0.00069864
91,glass,1,9.00071,0.00065944,0.00069862
92,glass,1,9.10067,0.00065944,0.0006986
93,glass,1,9.20067,0.0006594,0.00069864
94,glass,1,9.30071,0.00065944,0.00069866
95,glass,1,9.40071,0.00065942,0.00069864
