index,Sample,Trial,Time,Primary,Secondary
1,Corkboard,3,0.00931,0.00065952,0.00069908
2,Corkboard,3,0.10071,0.00065966,0.000699
3,Corkboard,3,0.20066,0.00065964,0.000699
4,Corkboard,3,0.3007,0.00065964,0.00069898
5,Corkboard,3,0.4007,0.00065966,0.00069896
6,Corkboard,3,0.5007,0.00065966,0.00069892
7,Corkboard,3,0.6007,0.0006597,0.00069892
8,Corkboard,3,0.70066,0.00065964,0.00069884
9,Corkboard,3,0.8007,0.00065964,0.00069882
10,Corkboard,3,0.90066,0.0006596,0.00069884
11,Corkboard,3,1.0007,0.00065956,0.00069884
12,Corkboard,3,1.10066,0.00065952,0.00069872
13,Corkboard,3,1.20066,0.00065956,0.0006988
14,Corkboard,3,1.30066,0.00065952,0.00069874
15,Corkboard,3,1.40066,0.00065948,0.00069872
16,Corkboard,3,1.50066,0.00065948,0.00069872
17,Corkboard,3,1.6007,0.0006595,0.00069874
18,Corkboard,3,1.70066,0.0006595,0.00069874
19,Corkboard,3,1.80066,0.00065952,0.00069866
20,Corkboard,3,1.9007,0.00065946,0.00069874
21,Corkboard,3,2.00066,0.00065948,0.00069876
22,Corkboard,3,2.10066,0.00065946,0.0006987
23,Corkboard,3,2.20066,0.0006595,0.0006987
24,Corkboard,3,2.30066,0.00065944,0.00069874
25,Corkboard,3,2.4007,0.00065944,0.00069872
26,Corkboard,3,2.5007,0.0006594,0.00069878
27,Corkboard,3,2.6007,0.00065938,0.00069882
28,Corkboard,3,2.70066,0.00065934,0.00069878
29,Corkboard,3,2.80066,0.00065936,0.00069882
30,Corkboard,3,2.90066,0.00065938,0.00069882
31,Corkboard,3,3.00066,0.00065924,0.00069884
32,Corkboard,3,3.10066,0.00065922,0.00069884
33,Corkboard,3,3.2007,0.00065918,0.00069882
34,Corkboard,3,3.3007,0.00065922,0.00069882
35,Corkboard,3,3.40066,0.00065922,0.0006988
36,Corkboard,3,3.50066,0.00065934,0.0006986
37,Corkboard,3,3.60066,0.0006593,0.00069864
38,Corkboard,3,3.70066,0.00065926,0.00069874
39,Corkboard,3,3.80066,0.00065926,0.00069876
40,Corkboard,3,3.90066,0.00065932,0.00069866
41,Corkboard,3,4.00066,0.00065926,0.0006987
42,Corkboard,3,4.10066,0.00065928,0.00069868
43,Corkboard,3,4.2007,0.00065914,0.00069864
44,Corkboard,3,4.30066,0.0006592,0.0006986
45,Corkboard,3,4.40066,0.0006591,0.00069858
46,Corkboard,3,4.50066,0.00065912,0.00069866
47,Corkboard,3,4.6007,0.00065908,0.00069856
48,Corkboard,3,4.70066,0.00065906,0.0006986
49,Corkboard,3,4.80066,0.00065906,0.00069866
50,Corkboard,3,4.90066,0.00065912,0.00069856
51,Corkboard,3,5.00066,0.00065906,0.00069852
