condition,n,mae,rmse,nrmse_range,r2,median_ape_pct
A_not_baseline_centered,336,4327.200224735246,7907.465332797293,0.21280593627347696,0.502259878268192,50.39477783187812
B_baseline_centered,336,4848.314348975941,8534.975636596539,0.2296935117608314,0.42012734671081997,60.86261425216133
C_per_trial_minmax_-1_to_0,336,5264.48742641815,9084.301031572646,0.24447697271535881,0.3430821074306417,65.8737607489567
