window_end_s,n,mae,rmse,nrmse_range,r2,median_ape_pct,fold_nrmse_sd,J_exploratory
1.0,336,5480.506189431316,9193.994699325593,0.247429051881943,0.32712165073921606,63.559561594528006,0.2723706938428357,0.34195395619230495
1.5,336,5240.6495533408815,8853.638553376235,0.23826937741523713,0.3760186165472704,59.40409942404433,0.27031902274063346,0.3276994180345734
2.0,336,4902.334080376576,8646.759645064769,0.2327018462373442,0.4048384988500311,55.14389925346077,0.27360330876820277,0.31957832722916135
2.5,336,5121.4142604525305,8720.100698601062,0.23467560279626834,0.3946994664087039,57.84120043441885,0.2620262637454065,0.3214082825299386
3.0,336,4887.360857005782,8505.763032271972,0.22890734130637594,0.4240900061459616,56.86282348675805,0.26599458823050415,0.3130977995148302
3.5,336,4936.244227696518,8592.129087230662,0.23123162708117412,0.4123352476385387,56.4477898855859,0.2705962020962797,0.31705772252694825
4.0,336,4938.10690692728,8656.289423810404,0.2329583119192148,0.4035258954842832,57.738890871150474,0.2727907672039456,0.31988479909118106
4.5,336,4953.935750686274,8524.048151105013,0.2293994309544959,0.4216112393134268,57.22512500766042,0.2661093758857359,0.3138492446117268
5.0,336,4926.467912931684,8575.610377537078,0.23078707508702337,0.41459269322642267,56.19099609984155,0.27010933778249513,0.31633873954263064
