condition,n,mae,rmse,nrmse_range,r2,median_ape_pct
baseline_centered,14,3858.3025504049047,7424.358135817415,0.19980454138308806,0.5612209506617059,59.70236723738127
not_baseline_centered,14,3751.6449001545247,7250.21775376955,0.19511807037309029,0.5815629252735652,51.82786606494905
