leak_rate,n_repetitions,mean_abs_unit_correlation,effective_rank,effective_rank_fraction,pca_dimensions_95pct,pca95_fraction_of_units,mean_unit_temporal_sd,mean_repetition_sd,saturation_fraction,mean_absolute_activation
0.01,6,0.9961354359949481,1.009620848588765,0.05048104242943825,1,0.05,0.017931770413052068,1.7569972856093956e-05,0.0,0.03482172478800424
0.1,6,0.7893290862736495,1.234877538782487,0.06174387693912435,2,0.1,0.0719092713320536,4.088017781964687e-05,0.0,0.1762840780622649
0.3,6,0.690007649403365,1.2680079822071864,0.06340039911035932,2,0.1,0.0737307995785437,5.224063979136179e-06,0.0,0.25380161915345684
0.7,6,0.7844302697182652,1.3237233906492603,0.06618616953246301,2,0.1,0.04929302519183196,1.8596852007903714e-06,0.0,0.2798810260396184
1.0,6,0.6648628859032806,1.821168900320625,0.09105844501603125,2,0.1,0.04347597273673374,2.7711557285237884e-06,0.0,0.28527689119356775
