window_end_s,n,mae,rmse,nrmse_range,r2,median_ape_pct,fold_nrmse_sd,J_exploratory
1.0,336,5799.474814544854,9611.63399736136,0.2586685727780351,0.26460189527986566,68.05752470110885,0.2780911547829649,0.36001749872834504
1.5,336,5474.791597055415,9335.459876967623,0.2512361668437175,0.3062556008420547,70.43002310277777,0.2761904531121077,0.3482296520707228
2.0,336,5294.094767472908,9026.964564984057,0.24293393206434388,0.3513483430761539,66.28244370106454,0.27551789418933326,0.3353508871756618
2.5,336,5557.137305071482,9220.17237938598,0.24813354636661847,0.3232844785217872,68.71371251585077,0.274187800933502,0.3432238786077899
3.0,336,5281.465174465904,8766.794048074014,0.23593221557092356,0.38819972945477366,64.89098641985235,0.2579313393877055,0.32290537656421675
3.5,336,5244.306971803105,8839.068349281035,0.23787726366023723,0.37807066671868195,62.753222388567885,0.26545609380122115,0.32661580636849114
4.0,336,5311.876289600692,8980.462311974276,0.2416824620832454,0.3580141650574039,64.23207733130438,0.26979880181543786,0.3328609257590488
4.5,336,5179.329053976109,8934.654505093145,0.24044968105649317,0.3645467821155959,60.86049789824184,0.2703251932911683,0.3310275221740504
5.0,336,5127.00706718611,8904.15944156855,0.23962899702286808,0.3688771378514316,60.23213083599609,0.2713701749899434,0.32987830073671925
