condition,n,mae,rmse,nrmse_range,r2,median_ape_pct
A_not_baseline_centered,14,3788.8729058133986,7258.167034693294,0.19533200165175957,0.5806448570265468,56.086176004975606
B_baseline_centered,14,4151.427287100719,7635.159864906757,0.20547764362747767,0.5359504819476457,73.56053902309424
C_per_trial_minmax_-1_to_0,14,4828.362712112824,8400.437556265186,0.2260728190426982,0.43826449819036284,76.7937518541337
