condition,fold,held_out_material,seed,feature,feature_family,training_abs_spearman_to_log_target
F_optimized_summarized_ESN,3,cement,42,esn_u001_initial,ESN:initial,0.5128824698207195
F_optimized_summarized_ESN,3,cement,42,esn_u002_initial,ESN:initial,0.5011365615347612
F_optimized_summarized_ESN,3,cement,42,esn_u006_min,ESN:min,0.48105914259414734
F_optimized_summarized_ESN,3,cement,42,esn_u010_mean,ESN:mean,0.44476571261907294
F_optimized_summarized_ESN,3,cement,42,esn_u005_initial,ESN:initial,0.4372426248019126
F_optimized_summarized_ESN,3,cement,42,esn_u006_net_change,ESN:net_change,0.39503344182775624
F_optimized_summarized_ESN,3,cement,42,esn_u001_max,ESN:max,0.3741666217634708
F_optimized_summarized_ESN,3,cement,42,esn_u001_mean,ESN:mean,0.3670525007935138
F_optimized_summarized_ESN,3,cement,42,esn_u009_abs_auc,ESN:abs_auc,0.365454676832347
F_optimized_summarized_ESN,3,cement,42,esn_u003_std,ESN:std,0.3616313123538408
F_optimized_summarized_ESN,3,cement,42,esn_u002_max,ESN:max,0.334278087875771
F_optimized_summarized_ESN,3,cement,42,esn_u003_slope,ESN:slope,0.3213147899051142
F_optimized_summarized_ESN,3,cement,42,esn_u019_initial,ESN:initial,0.3186422391129245
F_optimized_summarized_ESN,3,cement,42,esn_u011_std,ESN:std,0.3153895260491206
F_optimized_summarized_ESN,3,cement,42,esn_u015_abs_auc,ESN:abs_auc,0.2888066809808991
F_optimized_summarized_ESN,3,cement,42,esn_u011_max,ESN:max,0.27210561624394136
F_optimized_summarized_ESN,3,cement,42,esn_u006_slope,ESN:slope,0.26892899003543125
F_optimized_summarized_ESN,3,cement,42,esn_u003_abs_auc,ESN:abs_auc,0.23555539313225085
F_optimized_summarized_ESN,3,cement,42,esn_u011_slope,ESN:slope,0.2256355693733403
F_optimized_summarized_ESN,3,cement,42,esn_u019_abs_auc,ESN:abs_auc,0.22452279911467057
F_optimized_summarized_ESN,3,cement,42,esn_u006_std,ESN:std,0.21314781424826884
F_optimized_summarized_ESN,3,cement,42,esn_u005_slope,ESN:slope,0.1779861762456875
F_optimized_summarized_ESN,3,cement,42,esn_u016_mean,ESN:mean,0.06334230703196958
F_optimized_summarized_ESN,3,cement,42,esn_u010_slope,ESN:slope,0.04093472814798755
F_optimized_summarized_ESN,3,cement,42,esn_u015_mean,ESN:mean,0.03877576362903003
F_optimized_summarized_ESN,3,cement,42,esn_u016_abs_auc,ESN:abs_auc,0.03870918763064808
F_optimized_summarized_ESN,3,cement,42,esn_u006_abs_auc,ESN:abs_auc,0.03482875801067156
F_optimized_summarized_ESN,3,cement,43,esn_u003_max,ESN:max,0.7772842919661782
F_optimized_summarized_ESN,3,cement,43,esn_u013_initial,ESN:initial,0.7533264434055879
F_optimized_summarized_ESN,3,cement,43,esn_u011_min,ESN:min,0.7395452117405242
F_optimized_summarized_ESN,3,cement,43,esn_u002_initial,ESN:initial,0.6429814815159616
F_optimized_summarized_ESN,3,cement,43,esn_u016_initial,ESN:initial,0.6314257903682373
F_optimized_summarized_ESN,3,cement,43,esn_u018_initial,ESN:initial,0.6101024491721899
F_optimized_summarized_ESN,3,cement,43,esn_u016_max,ESN:max,0.5823117252761816
F_optimized_summarized_ESN,3,cement,43,esn_u003_initial,ESN:initial,0.5796867287685505
F_optimized_summarized_ESN,3,cement,43,esn_u010_initial,ESN:initial,0.5406351502890809
F_optimized_summarized_ESN,3,cement,43,esn_u012_max,ESN:max,0.5364884166755766
F_optimized_summarized_ESN,3,cement,43,esn_u017_std,ESN:std,0.4440238657799597
F_optimized_summarized_ESN,3,cement,43,esn_u007_initial,ESN:initial,0.43658637567500475
F_optimized_summarized_ESN,3,cement,43,esn_u000_initial,ESN:initial,0.38353481582150234
F_optimized_summarized_ESN,3,cement,43,esn_u007_max,ESN:max,0.3702196161451123
F_optimized_summarized_ESN,3,cement,43,esn_u008_initial,ESN:initial,0.3687644550376211
F_optimized_summarized_ESN,3,cement,43,esn_u003_abs_auc,ESN:abs_auc,0.36541663340470015
F_optimized_summarized_ESN,3,cement,43,esn_u012_mean,ESN:mean,0.36099408494075635
F_optimized_summarized_ESN,3,cement,43,esn_u008_slope,ESN:slope,0.2804371268985969
F_optimized_summarized_ESN,3,cement,43,esn_u019_abs_auc,ESN:abs_auc,0.2746164824686321
F_optimized_summarized_ESN,3,cement,43,esn_u019_max,ESN:max,0.2592564485562251
F_optimized_summarized_ESN,3,cement,43,esn_u004_abs_auc,ESN:abs_auc,0.24352549122426145
F_optimized_summarized_ESN,3,cement,43,esn_u015_max,ESN:max,0.23451870972887479
F_optimized_summarized_ESN,3,cement,43,esn_u015_mean,ESN:mean,0.23272115777256214
F_optimized_summarized_ESN,3,cement,43,esn_u018_min,ESN:min,0.21988150094175749
F_optimized_summarized_ESN,3,cement,43,esn_u015_slope,ESN:slope,0.19165327762781065
F_optimized_summarized_ESN,3,cement,43,esn_u014_net_change,ESN:net_change,0.17693047112848803
F_optimized_summarized_ESN,3,cement,43,esn_u012_abs_auc,ESN:abs_auc,0.15063295176761776
F_optimized_summarized_ESN,3,cement,43,esn_u018_mean,ESN:mean,0.141207692568116
F_optimized_summarized_ESN,3,cement,43,esn_u011_mean,ESN:mean,0.12016016622250807
F_optimized_summarized_ESN,3,cement,43,esn_u018_abs_auc,ESN:abs_auc,0.09574579653015583
F_optimized_summarized_ESN,3,cement,43,esn_u013_mean,ESN:mean,0.09322541944855343
F_optimized_summarized_ESN,3,cement,43,esn_u009_abs_auc,ESN:abs_auc,0.061535244218745226
F_optimized_summarized_ESN,3,cement,43,esn_u009_slope,ESN:slope,0.0017499976717541149
F_optimized_summarized_ESN,3,cement,43,esn_u000_std,ESN:std,3.804342764682858e-05
F_optimized_summarized_ESN,3,cement,44,esn_u000_min,ESN:min,0.7816592861455635
F_optimized_summarized_ESN,3,cement,44,esn_u011_initial,ESN:initial,0.7434446630743241
F_optimized_summarized_ESN,3,cement,44,esn_u015_max,ESN:max,0.7308522885232238
F_optimized_summarized_ESN,3,cement,44,esn_u009_min,ESN:min,0.7159392648856671
F_optimized_summarized_ESN,3,cement,44,esn_u002_max,ESN:max,0.6601390673846813
F_optimized_summarized_ESN,3,cement,44,esn_u015_initial,ESN:initial,0.6424393626719943
F_optimized_summarized_ESN,3,cement,44,esn_u019_std,ESN:std,0.6322912783472027
F_optimized_summarized_ESN,3,cement,44,esn_u000_initial,ESN:initial,0.6105209268763051
F_optimized_summarized_ESN,3,cement,44,esn_u004_initial,ESN:initial,0.5598756138214646
F_optimized_summarized_ESN,3,cement,44,esn_u019_initial,ESN:initial,0.5489856826575599
F_optimized_summarized_ESN,3,cement,44,esn_u014_initial,ESN:initial,0.5382574360611542
F_optimized_summarized_ESN,3,cement,44,esn_u018_initial,ESN:initial,0.47566648672520945
F_optimized_summarized_ESN,3,cement,44,esn_u012_mean,ESN:mean,0.44424261548892907
F_optimized_summarized_ESN,3,cement,44,esn_u016_mean,ESN:mean,0.36973456244261527
F_optimized_summarized_ESN,3,cement,44,esn_u006_abs_auc,ESN:abs_auc,0.3691734218848245
F_optimized_summarized_ESN,3,cement,44,esn_u011_mean,ESN:mean,0.35698050332401593
F_optimized_summarized_ESN,3,cement,44,esn_u013_slope,ESN:slope,0.35032290348582096
F_optimized_summarized_ESN,3,cement,44,esn_u018_abs_auc,ESN:abs_auc,0.2953121071085068
F_optimized_summarized_ESN,3,cement,44,esn_u009_mean,ESN:mean,0.24335429579985074
F_optimized_summarized_ESN,3,cement,44,esn_u003_std,ESN:std,0.20577690014169578
F_optimized_summarized_ESN,3,cement,44,esn_u015_slope,ESN:slope,0.19677962950322084
F_optimized_summarized_ESN,3,cement,44,esn_u009_max,ESN:max,0.19468724098264523
F_optimized_summarized_ESN,3,cement,44,esn_u013_abs_auc,ESN:abs_auc,0.19269947188809847
F_optimized_summarized_ESN,3,cement,44,esn_u004_net_change,ESN:net_change,0.1710337398432296
F_optimized_summarized_ESN,3,cement,44,esn_u003_slope,ESN:slope,0.16421445543753557
F_optimized_summarized_ESN,3,cement,44,esn_u002_slope,ESN:slope,0.1407987257209126
F_optimized_summarized_ESN,3,cement,44,esn_u000_std,ESN:std,0.09052433608562861
F_optimized_summarized_ESN,3,cement,44,esn_u009_abs_auc,ESN:abs_auc,0.035047507719640825
F_optimized_summarized_ESN,3,cement,44,esn_u009_mean_abs,ESN:mean_abs,0.021998612036778626
G_optimized_summarized_ESN_plus_thermal,3,cement,42,thermal_secondary_late_slope,Thermal:late_slope,0.7829052084009971
G_optimized_summarized_ESN_plus_thermal,3,cement,42,thermal_final_sensor_difference,Thermal:cross_sensor,0.763293821449057
G_optimized_summarized_ESN_plus_thermal,3,cement,42,esn_u003_initial,ESN:initial,0.7375859752167124
G_optimized_summarized_ESN_plus_thermal,3,cement,42,thermal_difference_late_slope,Thermal:late_slope,0.728446041724562
G_optimized_summarized_ESN_plus_thermal,3,cement,42,esn_u012_initial,ESN:initial,0.7257069149339903
G_optimized_summarized_ESN_plus_thermal,3,cement,42,esn_u015_min,ESN:min,0.7222069195904821
G_optimized_summarized_ESN_plus_thermal,3,cement,42,thermal_primary_late_slope,Thermal:late_slope,0.7143889952090589
G_optimized_summarized_ESN_plus_thermal,3,cement,42,esn_u016_initial,ESN:initial,0.7072748742391018
G_optimized_summarized_ESN_plus_thermal,3,cement,42,thermal_secondary_response_auc,Thermal:response_auc,0.7047069428729409
G_optimized_summarized_ESN_plus_thermal,3,cement,42,esn_u005_max,ESN:max,0.6765928498419347
G_optimized_summarized_ESN_plus_thermal,3,cement,42,esn_u000_max,ESN:max,0.66141352221085
G_optimized_summarized_ESN_plus_thermal,3,cement,42,esn_u008_initial,ESN:initial,0.5249232146709407
G_optimized_summarized_ESN_plus_thermal,3,cement,42,esn_u001_initial,ESN:initial,0.5128824698207195
G_optimized_summarized_ESN_plus_thermal,3,cement,42,esn_u002_initial,ESN:initial,0.5011365615347612
G_optimized_summarized_ESN_plus_thermal,3,cement,42,esn_u006_min,ESN:min,0.48105914259414734
G_optimized_summarized_ESN_plus_thermal,3,cement,42,thermal_secondary_primary_auc_ratio,Thermal:cross_sensor,0.466165140670414
G_optimized_summarized_ESN_plus_thermal,3,cement,42,esn_u010_mean,ESN:mean,0.44476571261907294
G_optimized_summarized_ESN_plus_thermal,3,cement,42,esn_u005_initial,ESN:initial,0.4372426248019126
G_optimized_summarized_ESN_plus_thermal,3,cement,42,thermal_secondary_early_slope,Thermal:early_slope,0.429890732409163
G_optimized_summarized_ESN_plus_thermal,3,cement,42,esn_u006_net_change,ESN:net_change,0.39503344182775624
G_optimized_summarized_ESN_plus_thermal,3,cement,42,esn_u001_max,ESN:max,0.3741666217634708
G_optimized_summarized_ESN_plus_thermal,3,cement,42,esn_u001_mean,ESN:mean,0.3670525007935138
G_optimized_summarized_ESN_plus_thermal,3,cement,42,esn_u009_abs_auc,ESN:abs_auc,0.365454676832347
G_optimized_summarized_ESN_plus_thermal,3,cement,42,esn_u003_std,ESN:std,0.3616313123538408
G_optimized_summarized_ESN_plus_thermal,3,cement,42,esn_u002_max,ESN:max,0.334278087875771
G_optimized_summarized_ESN_plus_thermal,3,cement,42,esn_u003_slope,ESN:slope,0.3213147899051142
G_optimized_summarized_ESN_plus_thermal,3,cement,42,esn_u019_initial,ESN:initial,0.3186422391129245
G_optimized_summarized_ESN_plus_thermal,3,cement,42,esn_u011_std,ESN:std,0.3153895260491206
G_optimized_summarized_ESN_plus_thermal,3,cement,42,thermal_initial_sensor_difference,Thermal:cross_sensor,0.2975661801965814
G_optimized_summarized_ESN_plus_thermal,3,cement,42,esn_u015_abs_auc,ESN:abs_auc,0.2888066809808991
G_optimized_summarized_ESN_plus_thermal,3,cement,42,esn_u011_max,ESN:max,0.27210561624394136
G_optimized_summarized_ESN_plus_thermal,3,cement,42,esn_u006_slope,ESN:slope,0.26892899003543125
G_optimized_summarized_ESN_plus_thermal,3,cement,42,esn_u003_abs_auc,ESN:abs_auc,0.23555539313225085
G_optimized_summarized_ESN_plus_thermal,3,cement,42,esn_u011_slope,ESN:slope,0.2256355693733403
G_optimized_summarized_ESN_plus_thermal,3,cement,42,esn_u019_abs_auc,ESN:abs_auc,0.22452279911467057
G_optimized_summarized_ESN_plus_thermal,3,cement,42,esn_u006_std,ESN:std,0.21314781424826884
G_optimized_summarized_ESN_plus_thermal,3,cement,42,esn_u005_slope,ESN:slope,0.1779861762456875
G_optimized_summarized_ESN_plus_thermal,3,cement,42,esn_u016_mean,ESN:mean,0.06334230703196958
G_optimized_summarized_ESN_plus_thermal,3,cement,42,esn_u010_slope,ESN:slope,0.04093472814798755
G_optimized_summarized_ESN_plus_thermal,3,cement,42,esn_u015_mean,ESN:mean,0.03877576362903003
G_optimized_summarized_ESN_plus_thermal,3,cement,42,esn_u016_abs_auc,ESN:abs_auc,0.03870918763064808
G_optimized_summarized_ESN_plus_thermal,3,cement,42,esn_u006_abs_auc,ESN:abs_auc,0.03482875801067156
G_optimized_summarized_ESN_plus_thermal,3,cement,43,thermal_secondary_late_slope,Thermal:late_slope,0.7829052084009971
G_optimized_summarized_ESN_plus_thermal,3,cement,43,esn_u009_initial,ESN:initial,0.7732611994925259
G_optimized_summarized_ESN_plus_thermal,3,cement,43,esn_u013_initial,ESN:initial,0.7533264434055879
G_optimized_summarized_ESN_plus_thermal,3,cement,43,esn_u006_min,ESN:min,0.7355886952652541
G_optimized_summarized_ESN_plus_thermal,3,cement,43,thermal_difference_late_slope,Thermal:late_slope,0.728446041724562
G_optimized_summarized_ESN_plus_thermal,3,cement,43,thermal_primary_late_slope,Thermal:late_slope,0.7143889952090589
G_optimized_summarized_ESN_plus_thermal,3,cement,43,esn_u015_initial,ESN:initial,0.712401226114512
G_optimized_summarized_ESN_plus_thermal,3,cement,43,thermal_secondary_response_auc,Thermal:response_auc,0.7047069428729409
G_optimized_summarized_ESN_plus_thermal,3,cement,43,esn_u016_initial,ESN:initial,0.6314257903682373
G_optimized_summarized_ESN_plus_thermal,3,cement,43,esn_u018_initial,ESN:initial,0.6101024491721899
G_optimized_summarized_ESN_plus_thermal,3,cement,43,esn_u016_max,ESN:max,0.5823117252761816
G_optimized_summarized_ESN_plus_thermal,3,cement,43,esn_u003_initial,ESN:initial,0.5796867287685505
G_optimized_summarized_ESN_plus_thermal,3,cement,43,esn_u010_initial,ESN:initial,0.5406351502890809
G_optimized_summarized_ESN_plus_thermal,3,cement,43,esn_u012_max,ESN:max,0.5364884166755766
G_optimized_summarized_ESN_plus_thermal,3,cement,43,thermal_secondary_primary_auc_ratio,Thermal:cross_sensor,0.466165140670414
G_optimized_summarized_ESN_plus_thermal,3,cement,43,esn_u017_std,ESN:std,0.4440238657799597
G_optimized_summarized_ESN_plus_thermal,3,cement,43,esn_u007_initial,ESN:initial,0.43658637567500475
G_optimized_summarized_ESN_plus_thermal,3,cement,43,thermal_secondary_early_slope,Thermal:early_slope,0.429890732409163
G_optimized_summarized_ESN_plus_thermal,3,cement,43,esn_u000_initial,ESN:initial,0.38353481582150234
G_optimized_summarized_ESN_plus_thermal,3,cement,43,esn_u007_max,ESN:max,0.3702196161451123
G_optimized_summarized_ESN_plus_thermal,3,cement,43,esn_u008_initial,ESN:initial,0.3687644550376211
G_optimized_summarized_ESN_plus_thermal,3,cement,43,esn_u003_abs_auc,ESN:abs_auc,0.36541663340470015
G_optimized_summarized_ESN_plus_thermal,3,cement,43,esn_u012_mean,ESN:mean,0.36099408494075635
G_optimized_summarized_ESN_plus_thermal,3,cement,43,thermal_initial_sensor_difference,Thermal:cross_sensor,0.2975661801965814
G_optimized_summarized_ESN_plus_thermal,3,cement,43,esn_u008_slope,ESN:slope,0.2804371268985969
G_optimized_summarized_ESN_plus_thermal,3,cement,43,esn_u019_abs_auc,ESN:abs_auc,0.2746164824686321
G_optimized_summarized_ESN_plus_thermal,3,cement,43,esn_u019_max,ESN:max,0.2592564485562251
G_optimized_summarized_ESN_plus_thermal,3,cement,43,esn_u004_abs_auc,ESN:abs_auc,0.24352549122426145
G_optimized_summarized_ESN_plus_thermal,3,cement,43,esn_u015_max,ESN:max,0.23451870972887479
G_optimized_summarized_ESN_plus_thermal,3,cement,43,esn_u015_mean,ESN:mean,0.23272115777256214
G_optimized_summarized_ESN_plus_thermal,3,cement,43,esn_u018_min,ESN:min,0.21988150094175749
G_optimized_summarized_ESN_plus_thermal,3,cement,43,esn_u015_slope,ESN:slope,0.19165327762781065
G_optimized_summarized_ESN_plus_thermal,3,cement,43,esn_u014_net_change,ESN:net_change,0.17693047112848803
G_optimized_summarized_ESN_plus_thermal,3,cement,43,esn_u012_abs_auc,ESN:abs_auc,0.15063295176761776
G_optimized_summarized_ESN_plus_thermal,3,cement,43,esn_u018_mean,ESN:mean,0.141207692568116
G_optimized_summarized_ESN_plus_thermal,3,cement,43,esn_u011_mean,ESN:mean,0.12016016622250807
G_optimized_summarized_ESN_plus_thermal,3,cement,43,esn_u018_abs_auc,ESN:abs_auc,0.09574579653015583
G_optimized_summarized_ESN_plus_thermal,3,cement,43,esn_u013_mean,ESN:mean,0.09322541944855343
G_optimized_summarized_ESN_plus_thermal,3,cement,43,esn_u009_abs_auc,ESN:abs_auc,0.061535244218745226
G_optimized_summarized_ESN_plus_thermal,3,cement,43,esn_u009_slope,ESN:slope,0.0017499976717541149
G_optimized_summarized_ESN_plus_thermal,3,cement,43,esn_u000_std,ESN:std,3.804342764682858e-05
G_optimized_summarized_ESN_plus_thermal,3,cement,44,thermal_secondary_late_slope,Thermal:late_slope,0.7829052084009971
G_optimized_summarized_ESN_plus_thermal,3,cement,44,esn_u005_initial,ESN:initial,0.7666416430819777
G_optimized_summarized_ESN_plus_thermal,3,cement,44,esn_u011_initial,ESN:initial,0.7434446630743241
G_optimized_summarized_ESN_plus_thermal,3,cement,44,thermal_difference_late_slope,Thermal:late_slope,0.728446041724562
G_optimized_summarized_ESN_plus_thermal,3,cement,44,esn_u009_min,ESN:min,0.7159392648856671
G_optimized_summarized_ESN_plus_thermal,3,cement,44,thermal_primary_late_slope,Thermal:late_slope,0.7143889952090589
G_optimized_summarized_ESN_plus_thermal,3,cement,44,thermal_secondary_response_auc,Thermal:response_auc,0.7047069428729409
G_optimized_summarized_ESN_plus_thermal,3,cement,44,esn_u002_max,ESN:max,0.6601390673846813
G_optimized_summarized_ESN_plus_thermal,3,cement,44,esn_u015_initial,ESN:initial,0.6424393626719943
G_optimized_summarized_ESN_plus_thermal,3,cement,44,esn_u019_std,ESN:std,0.6322912783472027
G_optimized_summarized_ESN_plus_thermal,3,cement,44,esn_u000_initial,ESN:initial,0.6105209268763051
G_optimized_summarized_ESN_plus_thermal,3,cement,44,esn_u004_initial,ESN:initial,0.5598756138214646
G_optimized_summarized_ESN_plus_thermal,3,cement,44,esn_u019_initial,ESN:initial,0.5489856826575599
G_optimized_summarized_ESN_plus_thermal,3,cement,44,esn_u014_initial,ESN:initial,0.5382574360611542
G_optimized_summarized_ESN_plus_thermal,3,cement,44,esn_u018_initial,ESN:initial,0.47566648672520945
G_optimized_summarized_ESN_plus_thermal,3,cement,44,thermal_secondary_primary_auc_ratio,Thermal:cross_sensor,0.466165140670414
G_optimized_summarized_ESN_plus_thermal,3,cement,44,esn_u012_mean,ESN:mean,0.44424261548892907
G_optimized_summarized_ESN_plus_thermal,3,cement,44,thermal_secondary_early_slope,Thermal:early_slope,0.429890732409163
G_optimized_summarized_ESN_plus_thermal,3,cement,44,esn_u016_mean,ESN:mean,0.36973456244261527
G_optimized_summarized_ESN_plus_thermal,3,cement,44,esn_u006_abs_auc,ESN:abs_auc,0.3691734218848245
G_optimized_summarized_ESN_plus_thermal,3,cement,44,esn_u011_mean,ESN:mean,0.35698050332401593
G_optimized_summarized_ESN_plus_thermal,3,cement,44,esn_u013_slope,ESN:slope,0.35032290348582096
G_optimized_summarized_ESN_plus_thermal,3,cement,44,thermal_initial_sensor_difference,Thermal:cross_sensor,0.2975661801965814
G_optimized_summarized_ESN_plus_thermal,3,cement,44,esn_u018_abs_auc,ESN:abs_auc,0.2953121071085068
G_optimized_summarized_ESN_plus_thermal,3,cement,44,esn_u009_mean,ESN:mean,0.24335429579985074
G_optimized_summarized_ESN_plus_thermal,3,cement,44,esn_u003_std,ESN:std,0.20577690014169578
G_optimized_summarized_ESN_plus_thermal,3,cement,44,esn_u015_slope,ESN:slope,0.19677962950322084
G_optimized_summarized_ESN_plus_thermal,3,cement,44,esn_u009_max,ESN:max,0.19468724098264523
G_optimized_summarized_ESN_plus_thermal,3,cement,44,esn_u013_abs_auc,ESN:abs_auc,0.19269947188809847
G_optimized_summarized_ESN_plus_thermal,3,cement,44,esn_u004_net_change,ESN:net_change,0.1710337398432296
G_optimized_summarized_ESN_plus_thermal,3,cement,44,esn_u003_slope,ESN:slope,0.16421445543753557
G_optimized_summarized_ESN_plus_thermal,3,cement,44,esn_u002_slope,ESN:slope,0.1407987257209126
G_optimized_summarized_ESN_plus_thermal,3,cement,44,esn_u000_std,ESN:std,0.09052433608562861
G_optimized_summarized_ESN_plus_thermal,3,cement,44,esn_u009_abs_auc,ESN:abs_auc,0.035047507719640825
G_optimized_summarized_ESN_plus_thermal,3,cement,44,esn_u009_mean_abs,ESN:mean_abs,0.021998612036778626
F_optimized_summarized_ESN,4,copper,42,esn_u013_max,ESN:max,0.8074717518039366
F_optimized_summarized_ESN,4,copper,42,esn_u003_max,ESN:max,0.7949935075357768
F_optimized_summarized_ESN,4,copper,42,esn_u003_initial,ESN:initial,0.7566742650385088
F_optimized_summarized_ESN,4,copper,42,esn_u007_initial,ESN:initial,0.745527540737988
F_optimized_summarized_ESN,4,copper,42,esn_u016_initial,ESN:initial,0.7401443957259617
F_optimized_summarized_ESN,4,copper,42,esn_u012_initial,ESN:initial,0.737728638070388
F_optimized_summarized_ESN,4,copper,42,esn_u015_initial,ESN:initial,0.7212558338993112
F_optimized_summarized_ESN,4,copper,42,esn_u007_min,ESN:min,0.6996186344251775
F_optimized_summarized_ESN,4,copper,42,esn_u000_max,ESN:max,0.6640290078615694
F_optimized_summarized_ESN,4,copper,42,esn_u008_initial,ESN:initial,0.5437261787853858
F_optimized_summarized_ESN,4,copper,42,esn_u001_initial,ESN:initial,0.49873031473609925
F_optimized_summarized_ESN,4,copper,42,esn_u005_initial,ESN:initial,0.4766746375578504
F_optimized_summarized_ESN,4,copper,42,esn_u010_mean,ESN:mean,0.4719096982450851
F_optimized_summarized_ESN,4,copper,42,esn_u002_initial,ESN:initial,0.4630075361757272
F_optimized_summarized_ESN,4,copper,42,esn_u006_min,ESN:min,0.4521271158687342
F_optimized_summarized_ESN,4,copper,42,esn_u006_net_change,ESN:net_change,0.400302456556842
F_optimized_summarized_ESN,4,copper,42,esn_u008_abs_auc,ESN:abs_auc,0.3836965003890013
F_optimized_summarized_ESN,4,copper,42,esn_u001_mean,ESN:mean,0.3668147293707212
F_optimized_summarized_ESN,4,copper,42,esn_u003_std,ESN:std,0.36536907912014166
F_optimized_summarized_ESN,4,copper,42,esn_u001_max,ESN:max,0.3589587615616511
F_optimized_summarized_ESN,4,copper,42,esn_u017_initial,ESN:initial,0.35416528967815064
F_optimized_summarized_ESN,4,copper,42,esn_u011_std,ESN:std,0.31953625966262494
F_optimized_summarized_ESN,4,copper,42,esn_u003_slope,ESN:slope,0.31779577284778254
F_optimized_summarized_ESN,4,copper,42,esn_u015_abs_auc,ESN:abs_auc,0.3144764837855967
F_optimized_summarized_ESN,4,copper,42,esn_u016_std,ESN:std,0.2781069669552287
F_optimized_summarized_ESN,4,copper,42,esn_u002_max,ESN:max,0.2713827911186517
F_optimized_summarized_ESN,4,copper,42,esn_u006_slope,ESN:slope,0.2667700255164737
F_optimized_summarized_ESN,4,copper,42,esn_u016_slope,ESN:slope,0.26177682563782745
F_optimized_summarized_ESN,4,copper,42,esn_u002_abs_auc,ESN:abs_auc,0.25735427717388365
F_optimized_summarized_ESN,4,copper,42,esn_u003_abs_auc,ESN:abs_auc,0.23085702981786752
F_optimized_summarized_ESN,4,copper,42,esn_u006_std,ESN:std,0.21650514673810142
F_optimized_summarized_ESN,4,copper,42,esn_u011_slope,ESN:slope,0.2112171102951923
F_optimized_summarized_ESN,4,copper,42,esn_u000_abs_auc,ESN:abs_auc,0.1436139393667779
F_optimized_summarized_ESN,4,copper,42,esn_u004_max,ESN:max,0.10345910148555032
F_optimized_summarized_ESN,4,copper,42,esn_u011_net_change,ESN:net_change,0.10025394270630501
F_optimized_summarized_ESN,4,copper,42,esn_u010_slope,ESN:slope,0.05300400556894392
F_optimized_summarized_ESN,4,copper,42,esn_u016_abs_auc,ESN:abs_auc,0.030453763831286278
F_optimized_summarized_ESN,4,copper,42,esn_u015_mean,ESN:mean,0.028152136458653148
F_optimized_summarized_ESN,4,copper,42,esn_u006_abs_auc,ESN:abs_auc,0.01449454593344169
F_optimized_summarized_ESN,4,copper,43,esn_u009_min,ESN:min,0.8044948535905723
F_optimized_summarized_ESN,4,copper,43,esn_u013_initial,ESN:initial,0.7810505913032141
F_optimized_summarized_ESN,4,copper,43,esn_u018_max,ESN:max,0.7753155445854548
F_optimized_summarized_ESN,4,copper,43,esn_u006_min,ESN:min,0.7491987315059069
F_optimized_summarized_ESN,4,copper,43,esn_u004_initial,ESN:initial,0.716262634020665
F_optimized_summarized_ESN,4,copper,43,esn_u002_initial,ESN:initial,0.642543982098023
F_optimized_summarized_ESN,4,copper,43,esn_u016_initial,ESN:initial,0.6208211849116839
F_optimized_summarized_ESN,4,copper,43,esn_u018_initial,ESN:initial,0.6050141407244266
F_optimized_summarized_ESN,4,copper,43,esn_u016_max,ESN:max,0.588731553691584
F_optimized_summarized_ESN,4,copper,43,esn_u003_initial,ESN:initial,0.5848035697870488
F_optimized_summarized_ESN,4,copper,43,esn_u012_max,ESN:max,0.5657723451067229
F_optimized_summarized_ESN,4,copper,43,esn_u010_initial,ESN:initial,0.5291175025690036
F_optimized_summarized_ESN,4,copper,43,esn_u007_std,ESN:std,0.47170997024993927
F_optimized_summarized_ESN,4,copper,43,esn_u007_initial,ESN:initial,0.44663935143067923
F_optimized_summarized_ESN,4,copper,43,esn_u000_initial,ESN:initial,0.40230924736521223
F_optimized_summarized_ESN,4,copper,43,esn_u012_mean,ESN:mean,0.38294514269297647
F_optimized_summarized_ESN,4,copper,43,esn_u008_initial,ESN:initial,0.3793215062096161
F_optimized_summarized_ESN,4,copper,43,esn_u003_abs_auc,ESN:abs_auc,0.37322504692921177
F_optimized_summarized_ESN,4,copper,43,esn_u007_max,ESN:max,0.36969651901496847
F_optimized_summarized_ESN,4,copper,43,esn_u013_slope,ESN:slope,0.3578079478753345
F_optimized_summarized_ESN,4,copper,43,esn_u019_abs_auc,ESN:abs_auc,0.2799996274806584
F_optimized_summarized_ESN,4,copper,43,esn_u018_min,ESN:min,0.2691287180305771
F_optimized_summarized_ESN,4,copper,43,esn_u015_max,ESN:max,0.25749694002755924
F_optimized_summarized_ESN,4,copper,43,esn_u019_max,ESN:max,0.25433933553287247
F_optimized_summarized_ESN,4,copper,43,esn_u004_abs_auc,ESN:abs_auc,0.24143310270368587
F_optimized_summarized_ESN,4,copper,43,esn_u015_mean,ESN:mean,0.21144537086107326
F_optimized_summarized_ESN,4,copper,43,esn_u015_slope,ESN:slope,0.19723615063498276
F_optimized_summarized_ESN,4,copper,43,esn_u011_mean,ESN:mean,0.15846989786286445
F_optimized_summarized_ESN,4,copper,43,esn_u014_net_change,ESN:net_change,0.15844136529212932
F_optimized_summarized_ESN,4,copper,43,esn_u012_abs_auc,ESN:abs_auc,0.14347127651310226
F_optimized_summarized_ESN,4,copper,43,esn_u013_mean,ESN:mean,0.13068868482376786
