leak_rate,previous_state_weight,proposed_state_weight,mean_state_step_magnitude,mean_lag1_state_correlation,mean_max_abs_input_state_correlation
0.01,0.99,0.01,0.0010142531342795897,0.9999982977045894,0.9667994971156262
0.1,0.9,0.1,0.004361631619161217,0.9988351505822239,0.93966855666848
0.3,0.7,0.3,0.004872267428036565,0.9909212995867396,0.8811768551590029
0.7,0.30000000000000004,0.7,0.004424000303546684,0.9770361817944633,0.7981303683770523
1.0,0.0,1.0,0.00765446540825056,0.8029157220334702,0.5669864223942503
