spectral_radius,recurrent_scaling_factor,mean_state_step_magnitude,mean_lag1_state_correlation,mean_max_abs_input_state_correlation,mean_absolute_activation
0.0,0.0,0.0028529185019966286,0.9998512168900741,0.9409975563200822,0.22723637091865606
0.5,0.5,0.003250298847037062,0.9950386107857507,0.8801045891684435,0.21715168863939985
0.9,0.9,0.004872267428036565,0.9909212995867396,0.8811768551590029,0.25380161915345684
1.2,1.2,0.0067103692687296304,0.9953552724099657,0.9422472301631839,0.307295079804571
2.0,2.0,0.01349354995968532,0.9968988781183057,0.9026814653918723,0.4350681328624514
