number,value,params_colsample_bytree,params_input_magnitude,params_leak_rate,params_learning_rate,params_max_depth,params_min_child_weight,params_n_estimators,params_reg_alpha,params_reg_lambda,params_res_size,params_spectral_radius,params_subsample,user_attrs_duration_seconds,user_attrs_mean_fold_nrmse_training_range,user_attrs_objective_J,user_attrs_pooled_mae,user_attrs_pooled_nrmse_range,user_attrs_pooled_r2,user_attrs_pooled_rmse,user_attrs_prediction_range_coverage,user_attrs_sd_fold_nrmse_training_range,user_attrs_worst_fold_nrmse_training_range,state
15,0.2827138891023719,0.7841789704109785,1.4713319100709423,0.24748569937757817,0.07283455816194946,2,1.5645667838968427,975,5.159238461810186e-06,0.016396969335196757,19,1.0517896413294643,0.8042733618001947,42.668930332999935,0.16290167125973887,0.2827138891023719,4435.236615285903,0.2186799488011678,0.47440273136074795,8125.732507296792,0.9903681931578192,0.25613576120481635,1.0294746443023588,COMPLETE
16,0.27860218924830804,0.4249865814732302,0.6766363474211439,0.2388322384887909,0.05577788612591106,4,1.6243776203330442,1155,2.9572112765464037e-06,0.05788669542294301,18,0.7689364816790225,0.9543784689085558,62.502464832999976,0.15770751698996172,0.27860218924830804,4319.24454561984,0.21468194962451073,0.49344543453828804,7977.1744339480265,0.8851527765739629,0.25568095849518935,1.0275509144960655,COMPLETE
17,0.27535879802581864,0.5061834701825624,0.5533574945732763,0.24593643088582218,0.0257493968443029,5,0.4594540211249762,589,0.6754322127583999,0.9808629966115734,10,0.992391635570085,0.9624730821282775,41.54299983300007,0.15936920176716468,0.27535879802581864,4417.794037382238,0.21314910677494148,0.5006532741112851,7920.216898336715,0.8662825639128164,0.24883876500350863,1.0007978363948833,COMPLETE
18,0.27257917657585834,0.8795178733836465,0.9992072015963969,0.5078523494012248,0.12914907740674908,3,6.735791815314738,1034,1.1125340813867696e-06,2.163538942994242,22,0.8663581220102856,0.929882622691781,56.58023766700012,0.15930180871160607,0.27257917657585834,4352.302032243875,0.2112118291151471,0.5096889873902481,7848.231331565964,0.9131222424266742,0.24546938984284486,0.9904116654909757,COMPLETE
19,0.28153640882061276,0.8908359121888286,1.596002287913755,0.32207821381646706,0.043248536462696004,3,0.63970632072718,696,0.00010892527477706596,0.013429681385299028,19,1.1095039784807834,0.7720054922703937,43.246686457999886,0.16250372377825073,0.28153640882061276,4467.214510199463,0.21767570780726456,0.4792190335545937,8088.4168149616935,0.9805561304631414,0.25544280405339276,1.028942715611294,COMPLETE
20,0.2788694966405158,0.8103375694540692,0.7370258356035074,0.46986156975302,0.05539168307763888,2,4.722042639194594,863,7.425720303462289e-06,2.765213451604198,18,0.8031628146811991,0.9252350627155637,37.59326891699993,0.16019591995130292,0.2788694966405158,4381.38478988329,0.21540468462984064,0.4900290227720916,8004.029897190842,0.9999479206408676,0.2538592480427006,1.0223249294317422,COMPLETE
21,0.27892389498600995,0.7376750353422118,0.27175839859195705,0.6633743294216419,0.023575481362366958,4,0.5795797183531971,696,4.815618347789586e-05,0.2444759825412168,14,0.8929047709719705,0.9398761469267345,50.75011229200004,0.16265708895724673,0.27892389498600995,4503.707800885492,0.21604166119828047,0.4870084769773816,8027.698739427787,0.9271062958054249,0.25152893515091784,1.014601201628291,COMPLETE
22,0.2772086667686522,0.5311996214115268,0.659508101424631,0.3402127592948315,0.02605419971859532,6,0.19815229441016238,550,0.03548203850924012,1.209717679948839,10,0.979618404391986,0.9783493327203635,54.60232754100002,0.16057565280215538,0.2772086667686522,4445.661802472906,0.2146124589982938,0.49377331582441875,7974.592293959889,0.92656866370842,0.25038483108143356,1.007131707134124,COMPLETE
23,0.2818065318945015,0.854720555563774,0.887717035789717,0.5848280223534155,0.13125587628276958,3,3.93389284950658,902,1.2498862949860348e-05,0.852343942316303,27,0.8697210868764792,0.8893621203732099,59.14261383300004,0.16406203074634532,0.2818065318945015,4428.0330784448215,0.21821581873175436,0.4766314370199759,8108.486313426151,0.8994281480268136,0.2543628526509885,1.0257177669755577,COMPLETE
24,0.28011883394099246,0.44613732216914614,0.45445190781043177,0.18795363878587126,0.029994776907575,4,0.9317732397626209,335,1.9377489177521752,0.27970070687021364,12,0.9684973526072602,0.949614079621399,32.67473620800001,0.1590277645830928,0.28011883394099246,4394.514592979469,0.21606874147156227,0.48687986454940824,8028.704991066855,0.7955675227215571,0.2562003698777208,1.0285590210065922,COMPLETE
25,0.2840506922600473,0.8982649163161964,1.4568918172876362,0.49666741465589936,0.1407683705737382,5,3.8764267539781114,1147,2.121842512652403e-06,3.142305566567522,16,0.727370354109234,0.9713702664833697,50.842309374999786,0.16850623338222007,0.2840506922600473,4660.406918047457,0.2208131676236319,0.46409833259498845,8204.998876371328,0.9290035166085062,0.25295009854566164,1.0212902732774514,COMPLETE
26,0.27230862075791223,0.9203085098260343,0.3857502010220334,0.5878673633918825,0.037888301429828276,2,0.5170624112816136,970,1.4886792125984224e-05,0.5741911876785619,11,0.8397664861010107,0.8457043069421502,36.42491329199993,0.15282399763576637,0.27230862075791223,4120.135532551083,0.2092214529302675,0.5188864372147383,7774.272724222723,0.9292545536186774,0.25234867131057886,1.0170878320540264,COMPLETE
27,0.2760884306034027,0.7991923621560155,0.6542333608114137,0.5474448413491559,0.028700985091577882,2,0.1623715246723545,1177,1.3064958736605441e-05,0.5839161046494135,19,0.7944550785356392,0.8315886061739018,49.173084333999896,0.15721147307730693,0.2760884306034027,4288.617353466876,0.21290468650951105,0.5017978295154606,7911.134704440393,0.9999450895175378,0.25273497637556674,1.0170948873177408,COMPLETE
28,0.27412939217601445,0.8986283804452174,0.4509834941484843,0.4679740154931565,0.020844120648294624,2,1.006915681874015,793,1.597362429840037e-05,0.367558492211797,11,0.8580634563061615,0.7624214118942395,32.565869999999904,0.15294971553434977,0.27412939217601445,4207.543219683211,0.21065261155725729,0.5122819060377506,7827.451866810701,0.7870582165830419,0.2539071224750287,1.0197470103969064,COMPLETE
29,0.284045453200582,0.934728522377979,0.35577978676629973,0.589168200009606,0.02004889089213578,2,1.4456398574184954,716,2.5119393278976132e-05,17.144312007411973,16,0.9054092197154986,0.7431155972511412,34.07365458300001,0.15964558040989535,0.284045453200582,4542.271900654331,0.2190237247145158,0.47274890157757143,8138.506568794573,0.6541999012427322,0.2600869139442647,1.03917238954378,COMPLETE
30,0.27785999069178013,0.8670145457739517,0.7886465519971393,0.33939595148832324,0.033425836745448724,2,1.8315763090803128,1019,0.00028372647203987137,0.3695083924283561,10,0.8618372346928188,0.7702734010653065,33.678789709000284,0.1577246835492255,0.27785999069178013,4369.940975080993,0.21446458436216143,0.4944706872380008,7969.097552698,1.0,0.25358162531847483,1.0161969768004626,COMPLETE
31,0.2794905079549155,0.9562668084140409,0.28556581929216984,0.5274847757572079,0.018333409519907726,3,1.9350483574586475,486,0.00013088710480091203,0.07961942060809027,13,1.029361693550975,0.7632569681189505,33.39914624999983,0.15850976317700918,0.2794905079549155,4387.451004528356,0.21544551813710167,0.48983565764269,8005.547192942725,0.8015482843252795,0.25617995927125514,1.0296509613050864,COMPLETE
32,0.2780286526529126,0.9351757195457004,0.6089503484766507,0.5689275585613938,0.037157442940955944,2,0.7883914021884391,1016,3.0278814950850405e-05,6.251742576986178,10,0.7737984464086648,0.8503981856408411,34.270530333999886,0.15790010259856074,0.2780286526529126,4374.168358990803,0.21451985658787756,0.49421008168429137,7971.151363866855,0.8601110820970658,0.25403518426014016,1.0192735669645796,COMPLETE
33,0.28310716839018313,0.9292095733190702,0.9646331112462507,0.39508736809209327,0.03397418128110113,2,0.6862776560642238,544,1.8036592406257102e-06,0.03729167765429877,13,0.8639700980854739,0.8868158950274173,27.617803083000126,0.16015852880029818,0.28310716839018313,4406.587777150623,0.21834204311777183,0.47602578906772053,8113.176572420169,0.9034915613781611,0.25906050108964507,1.0383589703677838,COMPLETE
34,0.27280384233588884,0.9453927022123266,0.7964651271668721,0.6083513652853559,0.04325049085346742,3,0.5468815267415102,1173,6.842634736476937e-06,0.10897451870668004,11,0.833044040534077,0.8359091078953693,52.06106899999986,0.15637996477678298,0.27280384233588884,4280.268906364681,0.21045491994054683,0.5131968962206899,7820.106020951807,0.973979589824719,0.24939568958136812,1.006455216746354,COMPLETE
35,0.27979111968714593,0.8512273590760178,0.8509436819894283,0.4352463623225339,0.0319196354389723,5,0.1789452582483955,1129,1.1739458044619885e-05,0.05546806191930815,13,0.95709464347467,0.8113379919611655,90.45943070800013,0.16214605522549105,0.27979111968714593,4469.849154635369,0.21656271626700305,0.48453099954426504,8047.060158402054,0.9690664536059447,0.2529136136805715,1.018213577205747,COMPLETE
36,0.28454842278208337,0.8705214743188565,0.8084295714531242,0.6732087090016874,0.03805786201902623,4,0.4129809051261871,951,4.423834325200303e-06,0.0925388911463824,12,0.8115451780234305,0.7261667779417288,59.684934500000054,0.16396567104064613,0.28454842278208337,4532.992240570882,0.2199578796664002,0.46824176815670515,8173.217996618626,0.9553300183162488,0.25836217246273274,1.0402506021432685,COMPLETE
37,0.2785095628610537,0.847485721902864,0.5466702806145444,0.47983926724643433,0.10820121897500645,2,1.5094142820434222,1094,7.308762554612667e-06,0.04253504699771686,10,0.759788763550045,0.8899008784323643,35.040136583000276,0.1575365283217633,0.2785095628610537,4307.597180403333,0.21457778612214698,0.4939368749889085,7973.303915586051,0.9228104677379526,0.2557271069556269,1.0277185780800404,COMPLETE
38,0.2827493087624262,0.9144742992079476,0.9917006509518524,0.595117696137697,0.04540253323883212,2,0.24524282238581122,1144,6.222803153839642e-06,0.060884143270300645,10,0.898519063468668,0.8965173923906279,36.40758525000001,0.16052222790319548,0.2827493087624262,4424.725267744252,0.21811746949489458,0.47710309209724255,8104.831842152492,1.0,0.25852735707012653,1.0376528984002051,COMPLETE
39,0.28013706443381925,0.9429693095252683,0.5968376014350777,0.6670136941436031,0.05092596693379257,2,0.8153886188946368,817,7.853016299307518e-05,0.2795276254831812,14,0.9543546646584378,0.8598515784376954,33.41231720799988,0.15939500055571645,0.28013706443381925,4364.291385715373,0.215972441846407,0.4873371474018132,8025.126679480198,0.8865011470709595,0.25665849034964894,1.0331228797155267,COMPLETE
40,0.28390122691022107,0.9161339701816535,0.479836886425683,0.35259875845987293,0.017506657804300736,2,0.8411851454776942,746,1.0049541514202065e-05,0.2814801350472288,11,0.718681058730236,0.770184671844531,29.893882332999965,0.16039037016816254,0.28390122691022107,4430.0013313815325,0.21887344461750408,0.4734721854428757,8132.922445164663,0.787088284971417,0.260111129170868,1.042810491494,COMPLETE
41,0.2724871591072471,0.4711345903960203,0.6409117790631298,0.3983081762571081,0.030139119420596536,3,0.28532032980226474,759,0.021583419086963696,0.696265878052672,11,0.917076599905046,0.9580806512316333,35.75330737500008,0.15338774078627612,0.2724871591072471,4215.713972334617,0.20945699956536384,0.517802528551687,7783.025190831022,0.8688773773876847,0.25212063816753294,1.0166054108051619,COMPLETE
42,0.2821680201505931,0.4869121511465273,0.6022504029683622,0.5081086577966216,0.02493886467031464,2,0.34047707812333305,561,0.0023508181751228973,4.229126723920296,12,0.987895725049998,0.8983589257921629,25.670648291999896,0.15788700485827972,0.2821680201505931,4395.9544424831365,0.21724079711427452,0.48129796968732685,8072.256357749343,0.7617658309861496,0.2597088921452744,1.0394361605657079,COMPLETE
43,0.27898180703637787,0.5042791151844402,0.7206386617111866,0.48477032549779553,0.03634094165781485,4,0.41751117357908857,801,0.005402293050970672,0.39334462997497005,15,0.9108202192459409,0.9731769276486388,50.39552845800017,0.1586754889825616,0.27898180703637787,4370.155867678796,0.21505794856392774,0.4916694978913875,7991.145842033126,0.9176951877184826,0.2556954338898005,1.0293188014914614,COMPLETE
44,0.27802112551406855,0.5883730663356525,0.5216529712957878,0.17811452830383373,0.029785475287015382,3,0.15682985133908178,660,0.006370149213380021,2.6321148647669306,13,0.8228486133752322,0.9926363736255818,34.23459966600012,0.1584196273608462,0.27802112551406855,4351.203126007669,0.2143826532145011,0.4948568646144993,7966.053146507339,0.9104974960815084,0.25455388919826977,1.0249700093591636,COMPLETE
45,0.2808946722608317,0.7271459020358177,1.2937078203737606,0.4296566312203851,0.12677875887228132,3,4.607125860004601,1179,5.978949244884317e-05,8.773175844804728,29,0.9644615972968623,0.9591756309178959,75.6750621670003,0.1640260511848652,0.2808946722608317,4539.611402304078,0.21777070982149058,0.47876435684559226,8091.9469097851415,0.9566084544580697,0.25249584975736455,1.0167728199601413,COMPLETE
46,0.2817635963898151,0.8166496674650349,0.8784560690430029,0.5657435816691527,0.10560624663047004,4,6.439455468760358,861,1.0913419328565535e-06,2.5153572257952113,20,0.8775292386385084,0.8877829665130441,65.84072383399962,0.16409778058983812,0.2817635963898151,4529.907298691884,0.21836524791646747,0.4759144100404804,8114.038818767491,0.9403908733216203,0.2535933938933905,1.0205250949197555,COMPLETE
47,0.28036768103808896,0.8308419398928835,0.47072254586172707,0.3552942349985656,0.015912104144459274,3,1.2015207916976147,1056,8.58878644521913e-06,0.2085551246219861,21,0.9941509977469766,0.80242831688991,63.32368495899982,0.16215559416722256,0.28036768103808896,4389.234376237586,0.21680638439170768,0.4833703747708682,8056.114404174285,1.0,0.25424518658552514,1.024917568991895,COMPLETE
48,0.2754101294377978,0.940605053045535,0.37367149578991543,0.6379877781410218,0.028896282463074543,2,0.5074322384089305,1172,7.74387842559887e-06,1.5687427063283375,11,0.9221240784334209,0.7681764366289168,39.803688749999765,0.15501137242392282,0.2754101294377978,4199.181971518662,0.21174637189982198,0.5072040520386814,7868.093928506312,0.8757895676224399,0.2546550301519033,1.0262132480676425,COMPLETE
49,0.2803767376225572,0.9236933332061661,1.371474458760712,0.4967154216696765,0.044248619136388,4,0.4173607287857767,1170,1.1364317737242534e-05,0.1268402461178769,12,0.7471627165480998,0.8292038503685375,73.51468116599972,0.16334298879664585,0.2803767376225572,4484.816880647122,0.2170546359753827,0.48218657613939364,8065.338962596374,0.9664703606877475,0.25328840658869817,1.02250222288886,COMPLETE
50,0.27676086578729064,0.7840710706999228,0.3931157374126137,0.537193314322146,0.04189922897299354,2,0.162676930984362,799,7.972616970091531e-06,0.4233573795178027,10,0.8285241989172318,0.7935398186865191,28.83960904200012,0.1556700116454273,0.27676086578729064,4246.501675295243,0.2130733741360596,0.5010080504236101,7917.402816986324,0.9289598987645258,0.2547499666049241,1.0225864289938107,COMPLETE
51,0.2893201344722981,0.7651302804175905,0.5712250602915624,0.20408893473693623,0.04812795960237864,6,0.5516575742514738,635,1.661345277613846,2.23663261855238,10,0.8948499058982544,0.8981617405527503,43.92543795799975,0.1694264297833091,0.2893201344722981,4716.687673413801,0.22470706249452688,0.44503113690385976,8349.688630991659,0.8808928665922179,0.258452287911085,1.037434931459689,COMPLETE
52,0.28013892327685447,0.9572955109131295,0.9828747084036781,0.5593465743279863,0.15121425828466148,2,5.06421727360261,1033,2.6546390484073674e-05,3.5308618186378236,20,0.8150531664546506,0.8810499367192727,45.552754124999865,0.1614778149826545,0.28013892327685447,4461.242147226443,0.21661648840440675,0.4842749876919331,8049.058229131829,0.9681980188247074,0.25408973948979086,1.0223939857810727,COMPLETE
53,0.2755806638151503,0.4662941716217637,0.5808981362078268,0.3033489833579288,0.04311458967127862,4,0.2985791613715855,411,0.6385029435099724,10.973765741630075,10,0.9705802360085167,0.9330459658289164,36.38556537500017,0.15629667981320527,0.2755806638151503,4308.764426324939,0.21244041467362423,0.5039682753232283,7893.883242796243,0.8350676017356512,0.2525609965661042,1.0150093788577776,COMPLETE
54,0.27189358522962315,0.4299809231491294,0.7408936806476145,0.2656376470732852,0.056265258049545484,2,0.7137789414526604,682,0.0014624458567386164,1.6194582390826995,10,0.9268874907549908,0.9600067361055619,31.029926167000212,0.15430096317019415,0.27189358522962315,4228.225131344412,0.20966515547553,0.5168436479399925,7790.759870005292,0.8847826392289164,0.24891371901637271,0.999849057208326,COMPLETE
55,0.2795688769583816,0.4143989455334164,0.9273963148891997,0.37405081254011296,0.09049355706585936,2,1.291430573675034,530,2.082985457106789e-05,3.0909517660910257,17,0.8612174214365188,0.9093606346301426,35.014809416999924,0.15905636831966602,0.2795688769583816,4368.7431096660275,0.21580923451187614,0.48811167884408624,8019.0622042007,0.9356555277657463,0.25503856978602196,1.023048614401517,COMPLETE
56,0.2748469310617704,0.44962418622628697,0.7201669335601523,0.30746505722340567,0.04724449745732573,2,0.5052839743392936,819,0.002450783492041335,0.14065854771802644,12,0.9304745914396478,0.9081628388367115,37.01083999999992,0.15637086043964699,0.2748469310617704,4247.494995658983,0.21204957112535439,0.5057917744898117,7879.360237176139,0.961940408204917,0.25118943974566393,1.0090810397923509,COMPLETE
57,0.27075315261914207,0.5048390371832816,0.7052058581388708,0.31699726193224254,0.08433925406457099,2,0.6295384018649933,931,8.920312794488684e-05,23.638553348214742,11,0.9568825160678572,0.9852530021501131,36.609437499999785,0.15461491769286093,0.27075315261914207,4262.930414114717,0.20889683198084008,0.5203782381547823,7762.210424886306,0.9044285138475514,0.24742528255320798,0.996012885340521,COMPLETE
58,0.2707132931005883,0.45433931355537865,0.7583010457984227,0.2718541631139167,0.15953263256139621,2,0.6481533440474897,986,0.0006444996485831228,5.955071636909069,11,0.819871648542514,0.9692731845130081,36.52693854100016,0.1549708696133682,0.2707132931005883,4254.716315709226,0.20894247559431267,0.5201686221280573,7763.906455070042,0.9999400322588222,0.24708327002510247,0.9950761236359034,COMPLETE
59,0.2770941571548133,0.5027792586094632,0.7551381292245438,0.1388641418119421,0.18303373141686047,3,0.4352632458697805,850,0.007082122088505871,6.384318366262359,13,0.7776578870014031,0.909524334248622,53.53351299999986,0.15805200898732435,0.2770941571548133,4335.360323188009,0.2138729499651497,0.4972560048191179,7947.11353962964,0.9313161557424411,0.25288482875865437,1.0162425793226377,COMPLETE
60,0.26829703859596743,0.6315218865952149,0.4691303740288688,0.37041243237647903,0.09978778116732302,2,0.5117731697600695,845,1.3836912374175525e-05,23.783332561073923,10,1.0558579322635724,0.9918215481676903,37.3036015419998,0.15418696408338403,0.26829703859596743,4264.725245256971,0.20749156670513585,0.5268094395267786,7709.9934301651865,0.9215304372626524,0.2432218875633264,0.9765027665786327,COMPLETE
61,0.26832046396224324,0.5129058156865113,0.4185186734835705,0.43734640301065963,0.10638939102053617,3,0.9832427777484624,810,0.0005588299518957413,22.010292743695352,11,0.974335499487908,0.9843602923817469,35.305357791999995,0.153186524071947,0.26832046396224324,4213.708215575991,0.2068158794657017,0.5298862704275731,7684.886172749338,0.9158239137321182,0.24601833798616604,0.9927806259043607,COMPLETE
62,0.27476885029483694,0.6708404004974053,0.612279787310053,0.4841213139206737,0.0829462729365692,2,0.3827913631562821,1168,2.5379596605339644e-05,22.1358342172791,12,0.9374555532217961,0.9502562110203391,36.37174241699995,0.1562231883324925,0.27476885029483694,4313.529922648879,0.21180634546777632,0.5069248603203478,7870.322432643873,0.9336871823240495,0.25185001930824247,1.0136822878465062,COMPLETE
63,0.27484039946045563,0.6018462766333258,0.5262874983284276,0.14173383831231448,0.1093466137566027,3,1.2689727006807423,1158,8.515197802415944e-06,15.769872695763244,11,0.9759574290595747,0.944462610240339,47.881802207999954,0.1577393013705053,0.27484039946045563,4380.7878628573835,0.2123788745722325,0.5042556163292977,7891.596529244669,0.8930023483282602,0.24984609955289253,1.0045330134272514,COMPLETE
64,0.2740962828332042,0.4812714502017667,0.7355766365727777,0.2684102186359878,0.19074542402452943,2,1.2680581395746138,886,0.0003809342683472849,0.26897827710278427,10,0.7825340342614268,0.9807418981761034,28.352523875000315,0.15817240565051044,0.2740962828332042,4311.245335153755,0.21188985828024762,0.5065359559217758,7873.425610501716,0.8512188639037137,0.24882569821182637,1.00257264558399,COMPLETE
65,0.27169646795165725,0.4530868787005788,1.1565722139715524,0.3701548389883691,0.08163270358642151,3,2.3780473199241987,1037,0.0007116518543298634,5.887112979090811,11,0.8687710488158904,0.9491332104082573,43.05236108300005,0.1535592814727079,0.27169646795165725,4201.192828088858,0.20896305536550958,0.5200740955723495,7764.671160369839,0.8570230855917782,0.2509336503445908,1.0126249712423665,COMPLETE
66,0.27182966760291505,0.5694251016948719,0.9610162197893661,0.28525182864288556,0.07289481988714905,2,1.2906583498603124,821,0.00014258949725245735,23.98985289861719,13,1.0509606003819523,0.9536749808689526,31.357280209000237,0.15294227673081345,0.27182966760291505,4263.100228747695,0.20943095998393826,0.5179224141592893,7782.057609329259,0.8756497143124203,0.24959483047590703,1.0000910893646382,COMPLETE
67,0.27206544301133284,0.4563593850070068,0.548042323644487,0.4831752191530852,0.08092116007893901,3,2.8962273514957446,1011,0.014253881161925925,29.988783138847683,13,0.963499270310618,0.9296982930636575,42.8763508750003,0.15460721629608623,0.27206544301133284,4247.363985181929,0.2097807043528231,0.5163109551548215,7795.053447324793,0.8520016310160062,0.24913895463403896,1.0017403826429674,COMPLETE
68,0.28033945881197614,0.6106527369439095,1.1005992842452648,0.3956173434594657,0.16367244160186484,2,0.1581513218951791,705,1.6116145091977813e-05,9.582888918087928,18,1.0867376020361683,0.9906863228046601,32.924972167000305,0.1585200682745578,0.28033945881197614,4358.004823758499,0.21604016487428512,0.4870155830037176,8027.6431388635965,0.9458106187056509,0.2571971757507641,1.0327686410934815,COMPLETE
69,0.2704641739715152,0.4592626364635925,1.481753773613701,0.25514435524161094,0.06855256542705135,2,3.0436847059636967,851,0.0005708162570547386,24.453102697250856,11,0.8336809660443236,0.9635176714201418,32.057006415999695,0.15313683026765673,0.2704641739715152,4228.829775028343,0.20853500782916481,0.5220382771774006,7748.765725053007,0.8957503788066468,0.24771666456940153,0.9940955637771013,COMPLETE
