outer_fold,held_out_material,trial,acquisition,res_size,leak_rate,input_magnitude,spectral_radius,washout,n_estimators,max_depth,learning_rate,min_child_weight,subsample,colsample_bytree,reg_alpha,reg_lambda,mean_inner_nrmse,sd_inner_nrmse,mean_inner_r2,performance_index
12,pu_foam,45,expected_improvement,58,0.8541186360505648,0.8595170162162288,1.4384234532096623,4,594,2,0.05293183225545704,19.9191261067215,0.9792428189540312,0.5417990840438766,0.001501475168212535,1.099206081265757,0.24089917054204346,0.08042224527399824,0.6352727520252921,0.261004731860543
12,pu_foam,28,expected_improvement,78,0.2818460475826221,0.25606202584374305,0.30544318874878,4,543,2,0.027332851868576594,18.617609581396586,0.9961416957551533,0.5385867992403895,0.00017881229902047462,5.156837293998199,0.257716239611924,0.06285339910917767,0.611469202845143,0.27342958938921846
12,pu_foam,17,expected_improvement,39,0.7470833545457701,1.1861456586941874,0.4747961228591894,4,540,2,0.11014353649078344,1.583378637100062,0.7929342455586558,0.828104999991089,0.00015185747386286166,2.605000936052009,0.260010312830095,0.1129912649817262,0.5416954901269646,0.28825812907552656
12,pu_foam,47,expected_improvement,71,0.4142709774777899,0.8899597108308434,0.49474133519653773,4,398,4,0.08422874534852855,18.8001881138273,0.964025919749621,0.5567696288223954,0.21727510000382255,12.750786551111766,0.2781391790919373,0.08428933067231494,0.5299659278330853,0.29921151176001604
12,pu_foam,44,expected_improvement,50,0.8764175287182479,1.138781282621915,0.6405605836955202,3,239,1,0.14271155483966189,1.703471809964816,0.9520228219865775,0.7948245823039899,0.00015607862884298626,92.2203098418095,0.2879137420187246,0.16111552266142248,0.37619611045837115,0.3281926226840802
12,pu_foam,18,expected_improvement,46,0.8063505570420136,0.45353228112925525,0.9791846429582403,3,499,2,0.11375641377633859,7.068526677223838,0.8502568673323249,0.5488502025529912,0.00035167589186390133,0.10841437518632076,0.2994120167761593,0.1591334030984556,0.34103546522352635,0.33919536755077323
12,pu_foam,22,expected_improvement,27,0.307649439974224,1.9351094012246393,0.575547743935197,3,564,2,0.13860552249307212,10.301561346754413,0.6813326366904234,0.4198393116006953,0.06806377066822598,0.6705853811428659,0.3112271855125336,0.14044511910472326,0.33745461843006286,0.3463384652887144
12,pu_foam,12,random_initialization,32,0.34357261777492915,1.2289031016630472,0.6349850462615392,4,581,2,0.020087819732674015,3.1515263795251904,0.6523069388088432,0.708612272456675,0.0001365257595854437,2.067462628918345,0.30825100981807946,0.1534902410529546,0.32200179794777295,0.3466235700813181
12,pu_foam,48,expected_improvement,25,0.12307186258166868,0.9912969631431343,0.5307570740104973,4,313,2,0.13832767896912462,17.426976939615752,0.6325771662587393,0.48427506577446183,0.0018523302642110145,0.7151957556107907,0.3408254475455115,0.0449236794588796,0.3467399896386485,0.3520563674102314
12,pu_foam,4,random_initialization,18,0.6621280214738783,1.093998400613736,0.5084036612529539,1,331,4,0.08579208609509095,1.8225903056750303,0.7778374760465848,0.3490981703176854,0.028705320557335705,47.261208918765405,0.32362030577182127,0.15496681606103987,0.2650881220733554,0.3623620097870812
12,pu_foam,5,random_initialization,53,0.8848487380903657,0.31459561681679915,0.6395216235531387,4,151,3,0.07840153427142287,7.033035821166095,0.6826707230676157,0.5628445672475938,0.00046460339082321766,0.3724769672612735,0.3350601465134259,0.17276039121661088,0.19123503463933392,0.37825024431757864
12,pu_foam,27,expected_improvement,23,0.8229395712774129,1.5133296557273965,0.3312287223360585,5,596,1,0.026978799217307753,1.4530541430041135,0.8163069995979974,0.3352144879502482,0.0011654796893185051,23.678473942074802,0.3259604151506667,0.2114436088677012,0.13282812493114357,0.378821317367592
12,pu_foam,42,expected_improvement,78,0.9112885433594738,1.7161069716247441,0.8276353505650995,4,484,4,0.0717613923741797,1.415555975175991,0.8116885047907518,0.8156932900557572,0.4303605831081458,25.506614062555208,0.3453151164132262,0.20230862193799015,0.08172777619946484,0.39589227189772375
12,pu_foam,46,expected_improvement,63,0.4081150010527591,1.9043219420991,0.7812645120335492,0,300,2,0.011656495514514906,17.788822070837643,0.7929997899963424,0.5698952815026187,1.7785135902280695,0.2903039781517007,0.3623125472097971,0.15925450840119157,0.11335284648544885,0.402126174310095
12,pu_foam,31,expected_improvement,69,0.865967602673492,0.2538694246067169,0.9599435495649042,4,443,1,0.08265759983390479,2.080142126057547,0.9339819384531984,0.6376139009099928,0.0026004503081663486,67.51153283233779,0.36948439755791856,0.1593341028070215,0.07706175934916273,0.4093179232596739
12,pu_foam,19,expected_improvement,32,0.3836651978102442,0.7719818677595034,0.48712378329072686,1,503,4,0.10352312946623424,7.097752088617653,0.9048408155851787,0.3496822740388659,0.000106190929082013,15.412716894541905,0.3552119931138106,0.2337989822397343,-0.03841829260981908,0.4136617386737442
12,pu_foam,26,expected_improvement,57,0.2595669598770373,0.5602309468379819,1.4722333333676494,5,593,1,0.09138356753434322,9.731552607483563,0.8577414568782769,0.5458402835487222,0.0690370840820565,20.124459529629068,0.35917321369349936,0.21902045000010878,-0.014045704960073957,0.41392832619352654
12,pu_foam,20,expected_improvement,37,0.9241628258973945,0.5123215639403981,0.6168737902575188,4,587,3,0.04879498313183759,5.698088937694553,0.8540689357329433,0.5216845800956502,0.0004373820046232006,0.14231446443428938,0.3644462200523678,0.20872605117637144,-0.01227548341837481,0.4166277328464607
12,pu_foam,32,expected_improvement,38,0.5991543487170342,0.9506271920730552,1.3850001299825683,5,539,3,0.08159941279210228,5.475044814538775,0.7494084699138153,0.5165799284516039,0.02846326199828726,2.02768804327515,0.3753172070548862,0.282877867936326,-0.271253888704469,0.4460366740389677
12,pu_foam,16,expected_improvement,43,0.07061293669409913,0.4954274725815828,0.7559364539130906,3,366,3,0.10900485928251497,3.86989672915088,0.6199560692076511,0.32689926442292955,4.125290436948853,3.8656997109994964,0.40143214043694897,0.2208737290096862,-0.19956149245321061,0.45665057268937054
12,pu_foam,24,expected_improvement,16,0.5521633276929814,1.6648025350042641,0.7616814478687766,1,517,2,0.015014433701851003,1.092537775945737,0.645435182409044,0.6380019690484042,0.1264641520834206,0.12475177836409913,0.38711481644507034,0.2814168711841609,-0.3175987550621082,0.4574690342411106
