outer_fold,held_out_material,trial,acquisition,res_size,leak_rate,input_magnitude,spectral_radius,washout,mean_inner_nrmse,sd_inner_nrmse,mean_inner_r2,performance_index
1,aluminum,22,expected_improvement,42,0.6896977886096318,1.0555338974023751,0.730919631992289,3,0.624601649304108,0.7161525200713563,-4.228867057374741,0.8036397793219471
1,aluminum,13,expected_improvement,78,0.05818523659752744,1.5068028893919376,0.6272053164933962,2,0.6405131004200528,0.7704500310908671,-4.811736684428989,0.8331256081927696
1,aluminum,7,random_initialization,61,0.21595203524827566,1.5165115657423203,0.4676970656893922,5,0.6753091059036651,0.8102906417359819,-5.441711413846648,0.8778817663376606
1,aluminum,17,expected_improvement,27,0.22550100948633006,1.8102862444566954,0.3424981320743025,5,0.6876009541486775,0.8047632499771771,-5.488177404705346,0.8887917666429718
1,aluminum,16,expected_improvement,45,0.40354708402122097,0.8900282294168668,0.6154734353081603,4,0.6996545047527769,0.8437431860741291,-5.955186147032656,0.9105903012713092
1,aluminum,3,random_initialization,11,0.3940524261420674,1.8196788163077515,0.3347139243146428,5,0.7277453332880293,0.8544158749559981,-6.293042541651973,0.9413493020270288
1,aluminum,6,random_initialization,35,0.17149487044021466,1.3820858077281706,1.4064630025511093,1,0.7412948665697865,0.8984111579110184,-6.853733741598657,0.9658976560475411
1,aluminum,8,random_initialization,13,0.37178099248251084,1.3720353822761304,1.0454551125891918,1,0.8779760630657876,1.1592588663857386,-11.237423822851925,1.1677907796622222
1,aluminum,21,expected_improvement,53,0.8678630871419103,1.156162438222316,0.3821553055412501,3,0.9011964994053796,1.231999095501193,-12.481836931328697,1.2091962732806778
1,aluminum,12,expected_improvement,71,0.6011222838548184,0.8910309609098603,0.8574245527045254,4,0.9864887597579641,1.299853390044892,-14.407963711363431,1.3114521072691872
1,aluminum,9,expected_improvement,62,0.7395059252442232,0.6472747314678066,1.278321443505842,4,1.0192678993315094,1.3352091380444164,-15.327874900721719,1.3530701838426136
1,aluminum,10,expected_improvement,71,0.6176874042330156,1.8202702306697875,0.9680405504613421,4,1.058523451500903,1.401619787102439,-16.850830889394853,1.4089283982765126
1,aluminum,18,expected_improvement,78,0.8415435652589257,1.2630849310196244,0.9903603672244627,2,1.2192564009606435,1.7648700059748235,-25.61903285656602,1.6604739024543493
2,bismuth,17,expected_improvement,42,0.23328816649150758,1.0752397326241305,1.3758602272460239,1,0.5192212574127949,0.529945232207444,-2.1899127668107976,0.6517075654646559
2,bismuth,19,expected_improvement,74,0.10956225704477998,1.5531793863747758,1.3897298459325493,4,0.5377181145327712,0.5948177908313609,-2.72397318506095,0.6864225622406114
2,bismuth,23,expected_improvement,42,0.5394328680543147,0.937379952514108,1.329474183467091,4,0.5495731419310531,0.5710152748535885,-2.6396391701049065,0.6923269606444502
2,bismuth,12,expected_improvement,39,0.6498656295910074,0.9564614371849395,1.4333801170016398,3,0.5502631609154202,0.5953256470729597,-2.807031309801718,0.69909457268366
2,bismuth,16,expected_improvement,10,0.23625281700041045,1.4347693601960831,0.9953905799790228,1,0.6911077494274027,0.8280980913778199,-5.735627055867864,0.8981322722718577
2,bismuth,22,expected_improvement,65,0.09567991578874294,1.5598859951487718,1.0161154852286478,4,0.6943415140766186,0.863222893007134,-6.1039944964728425,0.9101472373284021
2,bismuth,1,random_initialization,37,0.5833010515480417,1.5403279778922552,1.4819114739080286,4,0.7135206311173469,0.8585552998735779,-6.215002512850151,0.9281594560857414
2,bismuth,18,expected_improvement,75,0.12894471934339544,0.6935845122126754,0.7955426194849005,4,0.7290310552174896,0.9306637993840272,-7.088908411029924,0.9616970050634963
2,bismuth,11,expected_improvement,52,0.2333682603161169,1.7174829401909146,0.49045998090002874,3,0.7720636245821542,0.9730956172515851,-7.929804727142292,1.0153375288950504
2,bismuth,7,random_initialization,18,0.676336817659398,0.7531480981198249,1.4723027104513375,0,0.8459763909539819,1.0850501813001638,-9.954714177736697,1.117238936279023
2,bismuth,15,expected_improvement,49,0.09043537738413254,0.931554364095396,1.1897778335877005,1,0.8479118400229365,1.0949879734309214,-10.098770845042404,1.1216588333806667
2,bismuth,21,expected_improvement,78,0.22653367073527586,1.1047099036364605,0.5161352272242359,1,0.8944437552166347,1.211683461065154,-12.123893789589623,1.1973646204829231
2,bismuth,2,random_initialization,38,0.7963685589089646,1.087267252762965,0.7684366067732096,0,0.9264266244985209,1.2195991123526764,-12.572989383936001,1.23132640258669
2,bismuth,13,expected_improvement,60,0.8803044104327736,1.0371006375437253,0.4902051454931583,2,0.9514858705147684,1.3059971110334592,-14.106743644701913,1.2779851482731333
2,bismuth,5,random_initialization,25,0.2639412967088093,0.6930654823496034,0.5306648475112119,1,0.9996917531947422,1.3395483523226854,-15.164950343577448,1.3345788412754136
2,bismuth,20,expected_improvement,42,0.5544802456126371,1.7762483875077948,1.190771828014599,2,1.0362809832885864,1.3959029706423267,-16.48700104968365,1.3852567259491682
2,bismuth,10,expected_improvement,15,0.6414089944366493,0.7451358147039778,0.8812867657583923,4,1.051298226068954,1.4763915471518685,-18.004827789990483,1.4203961128569211
