trial,acquisition,res_size,leak_rate,input_magnitude,spectral_radius,washout,n_estimators,max_depth,learning_rate,min_child_weight,subsample,colsample_bytree,reg_alpha,reg_lambda,mean_inner_nrmse,sd_inner_nrmse,mean_inner_r2,performance_index
3,random_initialization,65,0.4313609333926362,1.4213520532806454,1.380020755014967,3,166,2,0.014966174086994223,1.223124613651699,0.7003812891326433,0.5651606840714589,0.0035735556103823358,2.6871006842283713,0.42342024797245215,0.23698251088921918,-0.38357295920446455,0.48266587569475694
31,expected_improvement,38,0.9307229124439307,1.7082051618006453,1.2691341234746067,1,407,2,0.03159006416625625,3.2420578885303115,0.9230187474660054,0.783451075546225,0.0003996227108625902,0.12774048861512077,0.4029989216973413,0.3202752178748084,-0.5433165794228147,0.48306772616604343
15,random_initialization,80,0.6491049575001835,1.3955713251261974,0.42701522783673385,1,112,3,0.09928762539293103,11.990391191473062,0.9068919374414655,0.5314910318388602,0.0007266000668614969,0.7259494314539126,0.4030773778372777,0.3447892569638617,-0.6373184839678376,0.48927469207824315
38,expected_improvement,60,0.19160531429924765,0.7982529532799769,1.007586004512091,1,213,2,0.028820908901513117,2.0600848036025443,0.6398643886207903,0.7220109786396371,0.00023100109240723802,36.518293687300535,0.4534158408427774,0.24001603334462873,-0.5518907334971497,0.5134198491789346
22,expected_improvement,75,0.5884662114075335,0.5248907915435117,1.2592022344992506,2,229,2,0.09437912272776505,5.596551797342559,0.6886542405686324,0.36032691508208115,9.875402427658873,78.13775848533737,0.4658195479809536,0.20744167312863218,-0.542411064915308,0.5176799662631116
47,expected_improvement,63,0.5675582447568152,1.458710900548092,1.246632569901192,0,188,1,0.02989610092196017,18.015207147934667,0.9025987048897964,0.4650505109464491,0.003682280908896903,82.73545857007905,0.4691557997097483,0.20107442798103634,-0.5521689214996046,0.5194244067050073
12,random_initialization,28,0.6671846469580427,1.7390379386577963,0.8045035696276024,4,346,4,0.012286173879518953,1.5830023449643067,0.6730580922528763,0.5298293976740824,0.0014336952112629277,0.14783577470462023,0.4375615388030485,0.3588436286300429,-0.8636790374974435,0.5272724459605592
46,expected_improvement,19,0.29224957999454154,1.8433385719111777,0.6424433476236793,1,271,2,0.06975218744762184,19.636507608457922,0.83282307329524,0.35533557597721366,0.0007327065489999775,1.732492346276266,0.44604730252350067,0.3459662301245342,-0.8581367949982086,0.5325388600546342
8,random_initialization,25,0.29838614474493974,0.27246732094541115,0.957630510452776,1,275,1,0.130649980744811,4.710559765530226,0.6341876925350632,0.9505620790250509,0.023790548424504815,0.15107170688480406,0.440662759163698,0.42708126931457624,-1.18736405759465,0.5474330764923421
42,expected_improvement,54,0.1322823492153511,1.6047259127549707,0.6454719840169615,4,237,3,0.042142533317131595,15.549438471344226,0.6446152446073357,0.8689042771800688,0.00015706860520129504,0.13354926899031877,0.4702731518483703,0.3753863405355579,-1.108826124112368,0.5641197369822598
