n,mae,rmse,nrmse_range,r2,median_ape_pct,Temperature
84,3900.3571631570853,7579.7308591383635,0.20398593661735306,0.5426637499127324,48.870732574928326,30C
84,4578.172524664819,7975.681362224951,0.2146417680350152,0.49363503839476275,49.356797929307994,40C
84,4231.620580683216,7889.738758680964,0.21232887819696533,0.5044889964609984,49.29615435551125,50C
84,3971.9030074950197,6689.011636347149,0.18001487507166633,0.6438344096180593,63.44138601194178,60C
