index,Sample,Trial,k,Mass,Volume,rho,cp,Time,Primary,Secondary,Label,eff,Elbow time,Elbow value,Elbow index,Time from elbow,Primary aligned,Secondary aligned,diff,id
96,aluminum,1,215.0,1.0,1.0,2700.0,897.0,9.60066,-0.7121667409929807,-0.21005977065548864,metal,22819,8.600660000000001,0.00065908,86.0,0.9999999999999982,-6.180000000000053e-06,3.8119999999999994e-05,0.8450378437265005,aluminum_trial_1
97,aluminum,1,215.0,1.0,1.0,2700.0,897.0,9.70066,-0.7640382412606829,-0.21005977065548864,metal,22819,8.600660000000001,0.00065908,86.0,1.0999999999999979,-6.3800000000000575e-06,3.8119999999999994e-05,0.9161954204742132,aluminum_trial_1
98,aluminum,1,215.0,1.0,1.0,2700.0,897.0,9.80066,-0.8262840415819198,-0.2440526495369628,metal,22819,8.600660000000001,0.00065908,86.0,1.1999999999999993,-6.620000000000042e-06,3.805999999999992e-05,0.98023723954712,aluminum_trial_1
99,aluminum,1,215.0,1.0,1.0,2700.0,897.0,9.90066,-0.8625940917693198,-0.2780455284183755,metal,22819,8.600660000000001,0.00065908,86.0,1.299999999999999,-6.760000000000078e-06,3.799999999999995e-05,1.0087002702462284,aluminum_trial_1
100,aluminum,1,215.0,1.0,1.0,2700.0,897.0,10.0007,-0.8989041419566915,-0.2893764880455131,metal,22819,8.600660000000001,0.00065908,86.0,1.4000399999999988,-6.900000000000005e-06,3.797999999999996e-05,1.0513948162948328,aluminum_trial_1
101,aluminum,1,215.0,1.0,1.0,2700.0,897.0,10.100700000000002,-0.9404013421708589,-0.3233693669269258,metal,22819,8.600660000000001,0.00065908,86.0,1.5000400000000003,-7.060000000000031e-06,3.791999999999999e-05,1.0869736046687086,aluminum_trial_1
102,aluminum,1,215.0,1.0,1.0,2700.0,897.0,10.20066,-0.9715242423314915,-0.3573622458083999,metal,22819,8.600660000000001,0.00065908,86.0,1.5999999999999979,-7.180000000000077e-06,3.785999999999991e-05,1.108320877693011,aluminum_trial_1
103,aluminum,1,215.0,1.0,1.0,2700.0,897.0,10.3007,-0.9974599924653285,-0.41401704394408784,metal,22819,8.600660000000001,0.00065908,86.0,1.7000399999999996,-7.280000000000025e-06,3.7759999999999964e-05,1.108320877693011,aluminum_trial_1
104,aluminum,1,215.0,1.0,1.0,2700.0,897.0,10.40066,-1.0233957425991935,-0.4593408824526381,metal,22819,8.600660000000001,0.00065908,86.0,1.799999999999999,-7.380000000000082e-06,3.7680000000000005e-05,1.115436635367817,aluminum_trial_1
105,aluminum,1,215.0,1.0,1.0,2700.0,897.0,10.500660000000002,-1.0493314927330306,-0.5046647209612498,metal,22819,8.600660000000001,0.00065908,86.0,1.9000000000000004,-7.48000000000003e-06,3.759999999999994e-05,1.1225523930425456,aluminum_trial_1
106,aluminum,1,215.0,1.0,1.0,2700.0,897.0,10.60066,-1.064892942813333,-0.5499885594698002,metal,22819,8.600660000000001,0.00065908,86.0,1.9999999999999982,-7.539999999999999e-06,3.751999999999998e-05,1.1154366353677783,aluminum_trial_1
107,aluminum,1,215.0,1.0,1.0,2700.0,897.0,10.7007,-1.090828692947198,-0.5839814383512129,metal,22819,8.600660000000001,0.00065908,86.0,2.100039999999998,-7.640000000000056e-06,3.746000000000001e-05,1.1296681507173516,aluminum_trial_1
108,aluminum,1,215.0,1.0,1.0,2700.0,897.0,10.80066,-1.1012029930007328,-0.6632981557412373,metal,22819,8.600660000000001,0.00065908,86.0,2.1999999999999993,-7.680000000000035e-06,3.7319999999999975e-05,1.094089362343476,aluminum_trial_1
