fold,feature_family,target,protocol,held_out_group,n,mae,rmse,nrmse_range,r2,median_ape_pct
1,combined_raw_esn_thermal,eff,held_out_repetition,1,56,3716.0674705718984,6733.772581733791,0.18121948293153042,0.6390517451273762,39.765803249057534
2,combined_raw_esn_thermal,eff,held_out_repetition,2,56,3725.8640298546993,6592.904249074562,0.17742843027923558,0.6539956225649057,37.75674501432298
3,combined_raw_esn_thermal,eff,held_out_repetition,3,56,3252.7821494712975,5366.411895431038,0.14442103250199623,0.7707570103203136,38.486310327115135
4,combined_raw_esn_thermal,eff,held_out_repetition,4,56,3624.2621312980436,6933.488497556768,0.18659424344791814,0.617323621517327,28.51192660945035
5,combined_raw_esn_thermal,eff,held_out_repetition,5,56,3595.6411316753765,6528.316295424178,0.17569023739819314,0.6607417387521601,40.622094552567404
6,combined_raw_esn_thermal,eff,held_out_repetition,6,56,3415.5713479329984,5873.423844986608,0.15806575278670035,0.7253935457144396,32.31910978607176
