Temperature,n,mae,rmse,nrmse_range,r2,median_ape_pct
30C,84,4863.946099930731,8258.894402480153,0.22226360558470265,0.4570349405084647,63.12557542437596
40C,84,4510.354264765132,8376.158035205071,0.22541940786806564,0.4415069386339108,49.66682425998633
50C,84,4636.039124649892,8510.879304074278,0.2290450305614402,0.423396970559589,41.73050872627321
60C,84,4372.350886071669,6989.367784452699,0.18809806843680066,0.6111305335063445,77.19231337543104
