Temperature,n,mae,rmse,nrmse_range,r2,median_ape_pct
30C,84,3585.545637062777,6795.547108540714,0.18288196078780045,0.6323988076372562,39.64537135653906
40C,84,3817.781928818252,8197.032514516106,0.22059877666243952,0.4651384580491438,36.85192438853675
50C,84,3432.716046410532,7424.092820729109,0.1997974012157401,0.561252310307889,41.51784878849974
60C,84,3717.7369038897023,6588.132295293011,0.17730000732072765,0.6544963182506192,73.65333587639975
