Temperature,n,mae,rmse,nrmse_range,r2,median_ape_pct
30C,84,3697.761586311833,7489.475553012645,0.2015569832023985,0.5534903272312692,41.52518327719415
40C,84,4743.10524367568,8357.544925348951,0.22491849131602412,0.4439862955640961,44.04834976746208
50C,84,4388.527309062838,8582.569969908312,0.23097437183867645,0.4136421254494205,44.13151131621681
60C,84,3490.0561387086295,6174.559823338809,0.1661699329660398,0.696513021443196,52.385630419919885
