trial,acquisition,res_size,leak_rate,input_magnitude,spectral_radius,washout,n_estimators,max_depth,learning_rate,min_child_weight,subsample,colsample_bytree,reg_alpha,reg_lambda,mean_inner_nrmse,sd_inner_nrmse,mean_inner_r2,performance_index
40,expected_improvement,16,0.2851169059092924,0.8074734824377964,1.2817925344502572,4,223,2,0.055916224629387244,18.129563145885246,0.9563655830613893,0.4269996715883029,0.0004952071841780816,89.02314128718399,2.3389821312319183,3.331955766202589,-94.88589979914212,3.171971072782566
20,expected_improvement,15,0.09861235296700854,0.8221568840849828,1.063440390302104,4,335,3,0.010862705723312651,1.0116993577601998,0.6182817982770099,0.4665159760231534,0.0018266632445359482,32.54666058906267,2.423168949764959,3.476072316387795,-102.88207612608714,3.2921870288619077
50,expected_improvement,39,0.5140125008780597,1.4441619996909545,1.3151863090890934,2,589,1,0.10219016293578413,14.082673470917198,0.7299715121414713,0.7215103650853179,0.3680343630291374,0.20396877277783976,2.430818551308883,3.5619327511947616,-106.58261064327652,3.3213017391075734
6,random_initialization,27,0.1916977193243386,1.707110268264254,0.5802215745042796,5,525,2,0.08308957935294176,2.856818416652351,0.7258426874941253,0.8387601887457083,7.592301317004496,6.465462396984977,2.4314588774060417,3.560460842433957,-106.53995883768499,3.321574088014531
4,random_initialization,58,0.7919024674753051,0.3766782037668178,0.34824941473708926,3,291,3,0.02531504451735141,1.1175403190779267,0.7549768963621152,0.7958209472722299,7.7815801589215265,3.674298594354663,2.4644748245646735,3.5131929517183,-105.55103650675618,3.342773062494248
29,expected_improvement,15,0.4494016042526975,0.964400470579091,1.406540357117641,4,242,3,0.07071174819179929,10.502364207386133,0.6175315831549981,0.9318307933391354,0.549240960662951,10.488702740754189,2.4381042509611084,3.6200611318578275,-109.19864399635424,3.3431195339255653
18,expected_improvement,54,0.22303514732290497,0.89069190276583,0.8647432024915382,2,116,4,0.14078731673248,2.008943503348228,0.774448002678331,0.4840216803576525,0.0003674094237550535,84.01143124400981,2.459033628189124,3.6198585796092515,-109.7856528781246,3.363998273091437
30,expected_improvement,44,0.3016927136525756,1.3884369267050598,1.4501477525195612,1,406,2,0.045232907409554476,9.076343864185521,0.8388805916486336,0.7642867353976904,0.9336136363727198,62.263018840111386,2.4850079665204308,3.6515624385072694,-111.8627428017451,3.397898576147248
7,random_initialization,79,0.10025925267412383,0.8992608811163462,0.8089347669660494,5,297,1,0.014925582734436608,1.3039030710113626,0.9456655224468127,0.4807165074304436,0.0007071327818218771,0.14506592067711585,2.600600929614147,3.725923325925713,-118.45035362600626,3.5320817610955753
2,random_initialization,67,0.18455868698458383,1.2508127142949106,1.0522126138952301,1,458,3,0.060495661351854337,9.825412879665164,0.7156493766735416,0.5940615472539477,0.14733509679612844,52.633911039312665,2.576710002145052,3.853216894968821,-123.29680615051996,3.540014225887257
24,expected_improvement,68,0.7438608417435719,1.0984518077363759,1.084630970511457,4,200,4,0.012200681914066853,16.61692924057941,0.6824910822468768,0.33710494287183673,0.7528343781955482,0.9839634843373974,2.5959350432796313,3.80725814311139,-121.84629841048826,3.547749579057479
23,expected_improvement,24,0.49155613143289967,1.768929810906379,1.4681462201419502,0,384,1,0.0998210517779583,4.094634559981598,0.6626362836941025,0.38881425196485114,0.005286026584386175,8.764952021286094,2.6111297949075496,3.81729193637905,-122.74435548916259,3.565452779002312
31,expected_improvement,17,0.23347654788726818,1.054475255922713,1.1320355457528322,1,118,1,0.052654275187518584,18.400999490566235,0.6021118366467367,0.30287328624695065,0.04832796061376493,28.184247053970076,2.6815061266477045,3.852239265839805,-126.46065282801028,3.6445659431076556
8,random_initialization,25,0.29838614474493974,0.27246732094541115,0.957630510452776,1,275,1,0.130649980744811,4.710559765530226,0.6341876925350632,0.9505620790250509,0.023790548424504815,0.15107170688480406,2.6771884170692353,3.9212140838079743,-129.41690210908556,3.657491938021229
32,expected_improvement,38,0.801421110851064,0.9924982240002385,0.7001558108407469,2,424,1,0.0775467145825715,1.2545805015830374,0.7482665403132,0.976205614918207,7.834123834770041,21.34774970850841,2.7324650317324064,3.9824284018843765,-133.94855317172434,3.7280721322035006
21,expected_improvement,21,0.2634794994596331,1.5263411816568742,1.0034194570328796,1,110,1,0.06661370953498423,6.922511523777606,0.9890392445320957,0.8929649742461658,9.748793960878468,55.43185000292381,2.7583031253745918,3.9921363371881173,-135.2239764527689,3.756337209671621
27,expected_improvement,70,0.9342828129709332,1.3068179127078574,0.9516794332070391,4,597,1,0.010717797219275649,2.013073435650842,0.8369527884533707,0.6959031011146117,0.026198842204112126,46.92792148988726,2.76630934653483,4.007513087622859,-136.18939420928524,3.7681876184405443
1,random_initialization,17,0.48086156557019594,0.5910065995562324,1.108652728115997,0,382,2,0.02304169738664954,13.29228101566579,0.6607688914942353,0.9137359223340418,0.0001268281198102313,0.34240776989520355,2.786971315533911,4.146708266407772,-143.4054486093844,3.823648382135854
19,expected_improvement,38,0.24094723312286354,1.9750623178728155,0.3855891264360771,5,339,1,0.049584412672185094,2.312147226194142,0.7327660687432123,0.8794673215774789,0.19593460514714822,88.44171921655587,2.863652273602655,4.165617276217608,-146.83247060830487,3.905056592657057
37,expected_improvement,48,0.6925181590774276,0.38412524761336136,0.619111763214264,3,452,3,0.04235627307449689,1.2089201664002418,0.9145394329277303,0.40507684768762486,0.00026990991988504187,0.3016078604463792,2.911058734477218,4.345995786504428,-157.28449179955155,3.997557681103325
14,random_initialization,64,0.0730967845159887,1.6110058335852977,1.2046011894022717,2,109,3,0.03435833379670957,8.606205037424397,0.7747875318428409,0.5615868075456363,0.007672850710936943,0.24602041415690898,3.0111061951612736,4.587141620160671,-173.16586765802114,4.157891600201442
16,expected_improvement,63,0.3760166812674732,1.7351451306243157,0.34670272444030753,3,473,2,0.07183891670488714,14.808484619257426,0.6502310519749841,0.41624386631898436,5.868634816969457,85.59024927764051,3.2072175624829025,4.847206558282875,-194.41573690536234,4.419019202053621
