fold,feature_family,target,protocol,held_out_group,n,mae,rmse,nrmse_range,r2,median_ape_pct
1,thermal,eff,held_out_temperature,30C,84,8334.860848786177,13821.495334161144,0.3719644831177732,-0.5206809989843024,91.94918405976027
2,thermal,eff,held_out_temperature,40C,84,4819.446412945093,8480.583665265065,0.22822971345153678,0.42749465909075457,51.995629271227685
3,thermal,eff,held_out_temperature,50C,84,4131.3949359323815,7802.2611604633075,0.20997467853775822,0.5154160533531226,41.421383762411594
4,thermal,eff,held_out_temperature,60C,84,5049.709246428955,7804.372338872593,0.21003149463231194,0.5151537751353327,138.22360844351832
