trial_id,Sample,Temperature,Trial,reservoir_seed,P_peak_to_peak,P_net_change,dPdt_max_abs,dPdt_abs_auc,state_mean_rms,state_temporal_variability,state_mean_abs,state_path_length,state_saturation_fraction
40C__cork_trial_5,cork,40C,5,44,6.008391608401144e-07,-6.008391608401144e-07,5.744799279777148e-07,6.008284311856968e-07,0.5479304905580191,0.059513922172921715,0.5215002681427979,1.219547652719509,0.0
40C__cork_trial_6,cork,40C,6,42,6.358041958048075e-07,-6.358041958048075e-07,5.256638603296843e-07,6.357971382553071e-07,0.3502678539123635,0.040928093125469,0.28167562165708765,1.0077295043496526,0.0
40C__cork_trial_6,cork,40C,6,43,6.358041958048075e-07,-6.358041958048075e-07,5.256638603296843e-07,6.357971382553071e-07,0.5366896871834282,0.05394901909753282,0.4528097294230604,1.0178474596333096,0.0
40C__cork_trial_6,cork,40C,6,44,6.358041958048075e-07,-6.358041958048075e-07,5.256638603296843e-07,6.357971382553071e-07,0.5475482704767793,0.0604197274262623,0.5211436726895979,1.219548026213024,0.0
40C__gypsum_trial_1,gypsum,40C,1,42,8.634965034970974e-07,-8.634965034970974e-07,6.493003058484666e-07,8.63493189481308e-07,0.35029753733032537,0.0403207486597976,0.281602412762158,1.0077310927534302,0.0
40C__gypsum_trial_1,gypsum,40C,1,43,8.634965034970974e-07,-8.634965034970974e-07,6.493003058484666e-07,8.63493189481308e-07,0.5370909844154681,0.05318557344624827,0.4530288720772968,1.0178480772549565,0.0
40C__gypsum_trial_1,gypsum,40C,1,44,8.634965034970974e-07,-8.634965034970974e-07,6.493003058484666e-07,8.63493189481308e-07,0.547930471027554,0.0595139126158971,0.5215002593222771,1.2195476434654346,0.0
40C__gypsum_trial_2,gypsum,40C,2,42,1.224615384615743e-06,-1.224615384615743e-06,9.683916083922472e-07,1.224617260348387e-06,0.3502975325926081,0.0403207960166607,0.2816024210992274,1.007732114036235,0.0
40C__gypsum_trial_2,gypsum,40C,2,43,1.224615384615743e-06,-1.224615384615743e-06,9.683916083922472e-07,1.224617260348387e-06,0.53709102408297,0.05318559606808335,0.4530289184305222,1.0178484773813858,0.0
40C__gypsum_trial_2,gypsum,40C,2,44,1.224615384615743e-06,-1.224615384615743e-06,9.683916083922472e-07,1.224617260348387e-06,0.5479304551867527,0.05951390035942293,0.5215002522608904,1.219547473569167,0.0
40C__gypsum_trial_3,gypsum,40C,3,42,1.5286713286723295e-06,-1.5286713286723295e-06,1.3103394402736585e-06,1.528681235770258e-06,0.35026780086741577,0.0409281829976376,0.28167562941571683,1.0077316197495056,0.0
40C__gypsum_trial_3,gypsum,40C,3,43,1.5286713286723295e-06,-1.5286713286723295e-06,1.3103394402736585e-06,1.528681235770258e-06,0.5366898626710618,0.05394907403581119,0.4528099220974469,1.017848645457752,0.0
40C__gypsum_trial_3,gypsum,40C,3,44,1.5286713286723295e-06,-1.5286713286723295e-06,1.3103394402736585e-06,1.528681235770258e-06,0.5475481841365629,0.060419688583768824,0.5211436340427659,1.219547388198453,0.0
40C__gypsum_trial_4,gypsum,40C,4,42,1.7447552447559782e-06,-1.7447552447559782e-06,1.5526028127289991e-06,1.7447410530995502e-06,0.350267777986785,0.040928221755985615,0.2816756295710423,1.0077324452122658,0.0
40C__gypsum_trial_4,gypsum,40C,4,43,1.7447552447559782e-06,-1.7447552447559782e-06,1.5526028127289991e-06,1.7447410530995502e-06,0.5366899271390871,0.053949096877646596,0.4528099911665506,1.0178490068572603,0.0
40C__gypsum_trial_4,gypsum,40C,4,44,1.7447552447559782e-06,-1.7447552447559782e-06,1.5526028127289991e-06,1.7447410530995502e-06,0.5475481525052223,0.06041968104652974,0.5211436207249261,1.2195474248858795,0.0
40C__gypsum_trial_5,gypsum,40C,5,42,3.2892307692309426e-06,-3.2892307692309426e-06,3.3124786904116348e-06,3.289227657776727e-06,0.35026774758676654,0.04092838138458179,0.2816756594874829,1.0077360757642375,0.0
40C__gypsum_trial_5,gypsum,40C,5,43,3.2892307692309426e-06,-3.2892307692309426e-06,3.3124786904116348e-06,3.289227657776727e-06,0.5366901113973551,0.053949179709124793,0.4528102039466893,1.017850612616704,0.0
40C__gypsum_trial_5,gypsum,40C,5,44,3.2892307692309426e-06,-3.2892307692309426e-06,3.3124786904116348e-06,3.289227657776727e-06,0.5475480731411165,0.06041962178194478,0.5211435839873192,1.2195463080221427,0.0
40C__gypsum_trial_6,gypsum,40C,6,42,3.4647552447549792e-06,-3.4647552447549792e-06,3.5227351422204276e-06,3.4647927864634458e-06,0.3502974813869863,0.04032109918984755,0.28160246844498255,1.0077381527709675,0.0
40C__gypsum_trial_6,gypsum,40C,6,43,3.4647552447549792e-06,-3.4647552447549792e-06,3.5227351422204276e-06,3.4647927864634458e-06,0.5370913161850844,0.05318574698888793,0.45302925250070597,1.0178512257815262,0.0
40C__gypsum_trial_6,gypsum,40C,6,44,3.4647552447549792e-06,-3.4647552447549792e-06,3.5227351422204276e-06,3.4647927864634458e-06,0.5479303308040109,0.059513823498484886,0.5215001974136476,1.219546611280395,0.0
40C__iron_trial_1,iron,40C,1,42,8.65818181818251e-06,-8.65818181818251e-06,8.63618174542605e-06,8.65818765679291e-06,0.35029728334171084,0.040321759496329775,0.2816025485106117,1.0077522919279063,0.0
40C__iron_trial_1,iron,40C,1,43,8.65818181818251e-06,-8.65818181818251e-06,8.63618174542605e-06,8.65818765679291e-06,0.5370921319909208,0.053186104799646174,0.4530301663005545,1.0178578692625706,0.0
40C__iron_trial_1,iron,40C,1,44,8.65818181818251e-06,-8.65818181818251e-06,8.63618174542605e-06,8.65818765679291e-06,0.5479299568249787,0.059513627128461324,0.5215000318034392,1.219543787071828,0.0
40C__iron_trial_2,iron,40C,2,42,8.070209790210698e-06,-8.070209790210698e-06,9.253211774220506e-06,8.070237423915274e-06,0.3502972429826433,0.040321790392683805,0.2816025310933851,1.0077521379830772,0.0
40C__iron_trial_2,iron,40C,2,43,8.070209790210698e-06,-8.070209790210698e-06,9.253211774220506e-06,8.070237423915274e-06,0.5370921835059503,0.05318613225185905,0.45303020963296675,1.0178581290850088,0.0
40C__iron_trial_2,iron,40C,2,44,8.070209790210698e-06,-8.070209790210698e-06,9.253211774220506e-06,8.070237423915274e-06,0.5479299233568152,0.05951364733831656,0.5215000205155101,1.219544323460329,0.0
40C__iron_trial_3,iron,40C,3,42,7.849510489511217e-06,-7.849510489511217e-06,9.146573426574943e-06,7.849410426871055e-06,0.35029722837427374,0.04032177576327879,0.2816025216020989,1.007751645926833,0.0
40C__iron_trial_3,iron,40C,3,43,7.849510489511217e-06,-7.849510489511217e-06,9.146573426574943e-06,7.849410426871055e-06,0.5370921948427682,0.05318613066859988,0.4530302174244375,1.0178580484264037,0.0
40C__iron_trial_3,iron,40C,3,44,7.849510489511217e-06,-7.849510489511217e-06,9.146573426574943e-06,7.849410426871055e-06,0.547929913341793,0.0595136530598537,0.5215000166695926,1.2195442905861953,0.0
40C__iron_trial_4,iron,40C,4,42,1.0004055944056009e-05,-1.0004055944056009e-05,1.0599764381276936e-05,1.0004158812746651e-05,0.3502973154275153,0.04032198272422359,0.2816026003429114,1.0077564179891343,0.0
40C__iron_trial_4,iron,40C,4,43,1.0004055944056009e-05,-1.0004055944056009e-05,1.0599764381276936e-05,1.0004158812746651e-05,0.5370921991921371,0.053186199866790386,0.45303025801013574,1.0178594730603774,0.0
40C__iron_trial_4,iron,40C,4,44,1.0004055944056009e-05,-1.0004055944056009e-05,1.0599764381276936e-05,1.0004158812746651e-05,0.5479299477517042,0.05951358960714172,0.5215000278246407,1.2195434742213629,0.0
40C__iron_trial_5,iron,40C,5,42,9.919160839161703e-06,-9.919160839161703e-06,9.907424186517046e-06,9.919050522672178e-06,0.35026758015741183,0.04092926249086006,0.2816757994552718,1.0077540959147433,0.0
40C__iron_trial_5,iron,40C,5,43,9.919160839161703e-06,-9.919160839161703e-06,9.907424186517046e-06,9.919050522672178e-06,0.5366910227760578,0.05394963019422146,0.45281124199458667,1.0178588578302852,0.0
40C__iron_trial_5,iron,40C,5,44,9.919160839161703e-06,-9.919160839161703e-06,9.907424186517046e-06,9.919050522672178e-06,0.5475476792462923,0.060419379335866975,0.521143409083152,1.2195431827173064,0.0
40C__iron_trial_6,iron,40C,6,42,9.939580419580929e-06,-9.939580419580929e-06,1.0270590248600154e-05,9.939466539014192e-06,0.35026758114491,0.04092925666060458,0.28167579873570053,1.0077541258333673,0.0
40C__iron_trial_6,iron,40C,6,43,9.939580419580929e-06,-9.939580419580929e-06,1.0270590248600154e-05,9.939466539014192e-06,0.536691019632684,0.05394962877934192,0.452811238988045,1.0178588090670524,0.0
40C__iron_trial_6,iron,40C,6,44,9.939580419580929e-06,-9.939580419580929e-06,1.0270590248600154e-05,9.939466539014192e-06,0.5475476805768564,0.06041937753637235,0.521143409259261,1.2195429502180801,0.0
40C__nickel_trial_1,nickel,40C,1,42,8.785734265735106e-06,-8.785734265735106e-06,9.661766804623524e-06,8.785811166449599e-06,0.3502973017700723,0.04032184104297625,0.28160256535519074,1.0077533786444794,0.0
40C__nickel_trial_1,nickel,40C,1,43,8.785734265735106e-06,-8.785734265735106e-06,9.661766804623524e-06,8.785811166449599e-06,0.5370921252109305,0.05318613497008897,0.45303016268542445,1.0178583052749903,0.0
40C__nickel_trial_1,nickel,40C,1,44,8.785734265735106e-06,-8.785734265735106e-06,9.661766804623524e-06,8.785811166449599e-06,0.547929968808888,0.05951363122970813,0.5215000386854574,1.2195444225240877,0.0
40C__nickel_trial_2,nickel,40C,2,42,9.03020979021031e-06,-9.03020979021031e-06,9.432727272727291e-06,9.030080223453667e-06,0.3502973263846091,0.04032182368269246,0.28160257487191,1.0077533643844376,0.0
40C__nickel_trial_2,nickel,40C,2,43,9.03020979021031e-06,-9.03020979021031e-06,9.432727272727291e-06,9.030080223453667e-06,0.5370920882639945,0.05318611755531687,0.45303012894154804,1.0178581055260372,0.0
40C__nickel_trial_2,nickel,40C,2,44,9.03020979021031e-06,-9.03020979021031e-06,9.432727272727291e-06,9.030080223453667e-06,0.5479299918866877,0.05951362535164033,0.5215000473728814,1.2195444342438717,0.0
40C__nickel_trial_3,nickel,40C,3,42,8.496923076923473e-06,-8.496923076923473e-06,9.123356643355872e-06,8.496930275419533e-06,0.35029727396073074,0.04032179224328243,0.281602547026637,1.0077523970034523,0.0
40C__nickel_trial_3,nickel,40C,3,43,8.496923076923473e-06,-8.496923076923473e-06,9.123356643355872e-06,8.496930275419533e-06,0.5370921491536966,0.053186122733439076,0.4530301815752794,1.0178580827329098,0.0
40C__nickel_trial_3,nickel,40C,3,44,8.496923076923473e-06,-8.496923076923473e-06,9.123356643355872e-06,8.496930275419533e-06,0.5479299479010122,0.05951363499935368,0.5215000294699966,1.219544067908064,0.0
40C__nickel_trial_4,nickel,40C,4,42,9.57160839160922e-06,-9.57160839160922e-06,9.468962410139934e-06,9.57168848270444e-06,0.35029731923650426,0.04032185910524886,0.28160258300418567,1.007754404926418,0.0
40C__nickel_trial_4,nickel,40C,4,43,9.57160839160922e-06,-9.57160839160922e-06,9.468962410139934e-06,9.57168848270444e-06,0.537092138655227,0.053186138214785704,0.4530301886033704,1.0178585182764952,0.0
40C__nickel_trial_4,nickel,40C,4,44,9.57160839160922e-06,-9.57160839160922e-06,9.468962410139934e-06,9.57168848270444e-06,0.5479299700142315,0.05951360261109765,0.5215000364009699,1.2195436858007298,0.0
