fold,feature_family,target,protocol,held_out_group,n,mae,rmse,nrmse_range,r2,median_ape_pct
1,combined,eff,held_out_temperature,30C,84,8391.350966627637,13900.105753375956,0.3740800489985964,-0.5380280828664279,92.86356843927935
2,combined,eff,held_out_temperature,40C,84,5597.184680133479,10183.193772672665,0.27405040602071756,0.17453992562976628,59.97417756008138
3,combined,eff,held_out_temperature,50C,84,5199.511487646754,9529.746345032108,0.25646480990462917,0.27707916977949765,55.60800413229333
4,combined,eff,held_out_temperature,60C,84,7707.145500239079,10026.779708423268,0.2698409861891977,0.19970334183690064,486.06960338891696
