target,protocol,n_bayesian_trials,random_states,n,mae,rmse,nrmse_range,r2,median_ape_pct,prediction_range_coverage
eff,unified_shared_hyperparameters_grouped_lomo_cv,50,"(42, 43, 44)",336,4022.4001979267964,7329.082265576835,0.19724047440112832,0.5724102859423004,50.69979175852581,0.8173901825128518
