Temperature,n,mae,rmse,nrmse_range,r2,median_ape_pct
30C,84,3394.021429362551,6576.732344095536,0.17699321150361685,0.6556909868440385,48.26230952496383
40C,84,4334.591117730991,8186.175698514686,0.22030659771547045,0.4665543479522749,40.21762485822007
50C,84,3831.051423668535,7730.197710847565,0.20803530489258162,0.524326168496888,34.327131103387046
60C,84,4417.124821629551,6928.210540946798,0.18645220292662276,0.6179060067274396,78.94622526748891
