optuna_trial_number,performance_index,params_colsample_bytree,params_input_magnitude,params_leak_rate,params_learning_rate,params_max_depth,params_min_child_weight,params_n_estimators,params_reg_alpha,params_reg_lambda,params_res_size,params_spectral_radius,params_subsample,user_attrs_duration_seconds,user_attrs_mean_fold_nrmse_training_range,user_attrs_objective_J,user_attrs_pooled_mae,user_attrs_pooled_nrmse_range,user_attrs_pooled_r2,user_attrs_pooled_rmse,user_attrs_prediction_range_coverage,user_attrs_sd_fold_nrmse_training_range,user_attrs_worst_fold_nrmse_training_range,state,trial,res_size,leak_rate,input_magnitude,spectral_radius,n_estimators,max_depth,learning_rate,min_child_weight,subsample,colsample_bytree,reg_alpha,reg_lambda
72,0.2818777045528559,0.6854884933594454,0.750468561339922,0.2476254696318889,0.1170076515235397,3,6.481202162739623,1085,0.0065326710948515,0.0232378308730415,22,0.3414239518767052,0.8198139236935051,59.72331137501169,0.1747479388626372,0.2818777045528559,4799.750002386635,0.221227681266507,0.4620844395322798,8220.40141785304,0.7944340901582679,0.2426000931453955,0.9834837159150924,COMPLETE,73,22,0.2476254696318889,0.750468561339922,0.3414239518767052,1085,3,0.1170076515235397,6.481202162739623,0.8198139236935051,0.6854884933594454,0.0065326710948515,0.0232378308730415
56,0.2819734019168284,0.4644509991457969,1.6939866743442566,0.4054070489474608,0.0504326180865316,3,6.127902200209954,754,0.0281957818325691,0.1627417535279962,10,0.4099657106064395,0.9720265102559602,34.224490958993556,0.1717855443684661,0.2819734019168284,4713.800330911289,0.220485083495706,0.4656896345615362,8192.8078918845,0.8142464915798228,0.2459532736844894,0.9948413130969996,COMPLETE,57,10,0.4054070489474608,1.6939866743442566,0.4099657106064395,754,3,0.0504326180865316,6.127902200209954,0.9720265102559602,0.4644509991457969,0.0281957818325691,0.1627417535279962
53,0.2821947291091723,0.5383147386820104,1.82101056800035,0.2580716236473155,0.020916801801151,4,3.176734489754872,1032,1.2080085600211443,0.0104801049488976,11,0.3665479004599026,0.9122759480899424,55.16387079202104,0.1717469373474082,0.2821947291091723,4770.519563986951,0.2207755325048047,0.4642809938409965,8203.600426672825,0.72903713855161,0.2456767864174701,0.9915024437556575,COMPLETE,54,11,0.2580716236473155,1.82101056800035,0.3665479004599026,1032,4,0.020916801801151,3.176734489754872,0.9122759480899424,0.5383147386820104,1.2080085600211443,0.0104801049488976
40,0.2826100722773906,0.6500025493014431,1.6640035759428722,0.593244317324516,0.1127162745099258,3,0.6136676939709093,1072,0.3640602130081212,0.1572367938073353,15,0.4464331507384337,0.8585551024070011,46.42505658301525,0.1749281282316681,0.2826100722773906,4869.989458444111,0.2218805995518154,0.4589046097676653,8244.662624079874,0.7799283051165473,0.2429178909023007,0.982607926019397,COMPLETE,41,15,0.593244317324516,1.6640035759428722,0.4464331507384337,1072,3,0.1127162745099258,0.6136676939709093,0.8585551024070011,0.6500025493014431,0.3640602130081212,0.1572367938073353
46,0.2826456718100494,0.7234839849513449,1.4656991055045778,0.1730155793417624,0.0264461545072923,3,0.1052832801820601,744,0.3196656285497431,0.0147198085069737,11,0.3842890474458412,0.8514934357814561,39.18677045800723,0.1720340981468947,0.2826456718100494,4764.582775351339,0.2209230787597857,0.4635647030014669,8209.0829659134,0.7278787279812204,0.2468903722010547,0.999086223475235,COMPLETE,47,11,0.1730155793417624,1.4656991055045778,0.3842890474458412,744,3,0.0264461545072923,0.1052832801820601,0.8514934357814561,0.7234839849513449,0.3196656285497431,0.0147198085069737
74,0.2828299121766619,0.6001115884742688,0.5472864528222909,0.1083408341193976,0.1564173518673226,2,4.274344212703171,1096,1.564457625925042e-05,0.0274724584274248,10,0.4363124762903899,0.9603064534491228,35.94674366700929,0.1736656906579363,0.2828299121766619,4812.200680963644,0.2217362066049549,0.4596086364891609,8239.29725579366,0.8593990746670371,0.2443748222868279,0.9866626899050972,COMPLETE,75,10,0.1083408341193976,0.5472864528222909,0.4363124762903899,1096,2,0.1564173518673226,4.274344212703171,0.9603064534491228,0.6001115884742688,1.564457625925042e-05,0.0274724584274248
73,0.2828646466865712,0.5657865853420733,0.9631438901116652,0.5056540572471588,0.1861293020069206,3,5.7282379627038065,1126,0.0049070052504253,0.0188750943013703,29,0.4028053929454926,0.8457730179260847,52.78147087502293,0.1785553526312776,0.2828646466865712,4848.821786786794,0.2230054349527166,0.4534044801848352,8286.459376057222,0.8077424300872251,0.2394368469354182,0.971627863871686,COMPLETE,74,29,0.5056540572471588,0.9631438901116652,0.4028053929454926,1126,3,0.1861293020069206,5.7282379627038065,0.8457730179260847,0.5657865853420733,0.0049070052504253,0.0188750943013703
67,0.2830472499366268,0.8561528359817778,1.594009089416997,0.2466835428398932,0.0385997866674925,3,0.1346115082712974,869,0.318573456614323,0.0280118492190696,11,0.5777526223294405,0.8079529940462766,47.71160512501956,0.1732305238789595,0.2830472499366268,4774.716247190832,0.2214255461118879,0.4611217916769371,8227.753700561065,0.7434817306296698,0.2464868152989555,0.9989870356833392,COMPLETE,68,11,0.2466835428398932,1.594009089416997,0.5777526223294405,869,3,0.0385997866674925,0.1346115082712974,0.8079529940462766,0.8561528359817778,0.318573456614323,0.0280118492190696
47,0.2831236646508889,0.686860254280615,1.488775777905426,0.1357872688552227,0.0188771695236933,3,0.1261218682421024,730,0.7652416979143352,0.0278501230532809,12,0.3145018227592886,0.8172888575226189,39.37244049998117,0.1712014272084778,0.2831236646508889,4795.021341538901,0.2208873544641078,0.463738177170248,8207.755518782182,0.6735657556455946,0.2489452407471246,1.0080079327094948,COMPLETE,48,12,0.1357872688552227,1.488775777905426,0.3145018227592886,730,3,0.0188771695236933,0.1261218682421024,0.8172888575226189,0.686860254280615,0.7652416979143352,0.0278501230532809
63,0.2836919984104062,0.7702170536093113,1.533027756237481,0.4309560010520936,0.0170223509925692,4,9.455634669754874,800,1.0134448721508298,0.0178999012882294,12,0.404351448723924,0.9245303189341938,53.39482854100061,0.1725633615428102,0.2836919984104062,4825.548240306587,0.2220068632149645,0.4582886016484224,8249.354342537676,0.7951016258089612,0.2467405407817668,0.9946291348106296,COMPLETE,64,12,0.4309560010520936,1.533027756237481,0.404351448723924,800,4,0.0170223509925692,9.455634669754874,0.9245303189341938,0.7702170536093113,1.0134448721508298,0.0178999012882294
