fold,feature_family,target,protocol,held_out_group,n,mae,rmse,nrmse_range,r2,median_ape_pct
1,thermal,eff,held_out_repetition,1,56,3128.750713844448,6454.280973903355,0.1736977966791425,0.6683929220853447,34.222709199386316
2,thermal,eff,held_out_repetition,2,56,3216.776694834035,6059.207903632247,0.1630655787588473,0.7077464703315997,24.326416587280807
3,thermal,eff,held_out_repetition,3,56,2539.7107654241768,4758.485568219829,0.12806050156031806,0.8197540274766857,20.461550649819866
4,thermal,eff,held_out_repetition,4,56,2261.9132063875054,4041.8075119555115,0.10877324093365255,0.8699592966104442,23.541650613673433
5,thermal,eff,held_out_repetition,5,56,3294.297579377548,5884.922082095853,0.15837519367711797,0.7243173145853938,26.972781215449494
6,thermal,eff,held_out_repetition,6,56,3071.051483682318,6146.597661672768,0.16541741446066088,0.6992555446260367,25.55463209062303
