fold,feature_family,target,protocol,held_out_group,n,mae,rmse,nrmse_range,r2,median_ape_pct
1,combined,eff,held_out_repetition,1,56,2815.9640184323143,6047.285895690997,0.16274473333551367,0.7088954063570991,25.25910688138732
2,combined,eff,held_out_repetition,2,56,2809.5620409296657,5704.482335788983,0.15351919399356342,0.7409637550680344,25.28541121770746
3,combined,eff,held_out_repetition,3,56,2760.4442446727307,4926.805904909596,0.13259034334091574,0.8067769366952633,22.10487742095017
4,combined,eff,held_out_repetition,4,56,2604.317988134694,5340.273709452324,0.14371760088319166,0.7729847197864672,28.702392749640758
5,combined,eff,held_out_repetition,5,56,2997.801203741997,5587.243401092783,0.1503640563842653,0.7515018047342779,28.062851427773623
6,combined,eff,held_out_repetition,6,56,3316.3113437639918,6310.97271426683,0.16984108064130124,0.6829551803291489,36.40797796560737
