feature_family,target,protocol,n,mae,rmse,nrmse_range,r2,median_ape_pct
thermal,eff,held_out_repetition,336,2863.683173804336,5545.00433450702,0.1492273173997997,0.7552448513119641,23.955455521300113
combined,eff,held_out_repetition,336,2884.066806612566,5670.808151744435,0.15261295337634276,0.744012967161715,27.439362312183725
thermal,eff,held_out_material,336,4234.167826652362,7755.771346108796,0.20872354330611098,0.5211736408023724,49.31827854243544
combined,eff,held_out_material,336,4178.105773796332,7691.848352918995,0.20700324586026098,0.5290340784708412,48.89745727474715
thermal,eff,held_out_temperature,336,5999.612775259244,10517.958136036426,0.2830595942723742,0.11937515856966918,70.11708277664106
combined,eff,held_out_temperature,336,6723.798158661737,11048.33417408181,0.2973330895838406,0.02832358859493389,72.36755474420977
