trial,optuna_trial_number,acquisition,res_size,leak_rate,input_magnitude,spectral_radius,washout,n_estimators,max_depth,learning_rate,min_child_weight,subsample,colsample_bytree,reg_alpha,reg_lambda,objective_J,pooled_nrmse_range,pooled_r2,pooled_rmse,pooled_mae,mean_fold_nrmse_training_range,sd_fold_nrmse_training_range,worst_fold_nrmse_training_range,prediction_range_coverage,duration_seconds,performance_index
24,23,tpe,69,0.6716521042995095,1.5423824021979387,1.2873068527886682,5,922,4,0.18881784005216193,0.5893736291302386,0.8383907471166645,0.8346312556561054,0.8549878911775952,0.014589110113323233,0.2756771656704978,0.2135355871071082,0.49884080908798034,7934.577775114556,4372.068219958059,0.16526301661672724,0.2485663142535585,1.0198842925258296,0.8166253698064606,390.30013745800534,0.2756771656704978
43,42,tpe,64,0.5829823372868926,1.132855594591133,0.9067317417408153,2,683,4,0.14085800893604128,0.6718737554247645,0.8912623382861107,0.8173632704791925,0.2596486458794378,0.011499675921428353,0.27593901412007793,0.2132827890881108,0.5000267196804677,7925.184279771207,4389.950223040171,0.16327478052291436,0.2506249001278686,1.0255228553430993,0.7157510931699463,370.2109543750121,0.27593901412007793
33,32,tpe,75,0.8261759712641498,1.4045312647328765,0.9334334934423749,5,1117,3,0.1348703015191182,0.13364673455271345,0.669540101850195,0.5641693033345545,0.43367626390877817,12.145584945551372,0.27601968572522595,0.21250818653240397,0.503651740880163,7896.401516643413,4306.049951662415,0.1605906548189108,0.2540459967712878,1.0392698934416045,0.7019771351957872,444.398817416004,0.27601968572522595
52,51,tpe,59,0.11044580922917688,1.7942506904749411,1.045796880114637,5,538,3,0.1451740873750468,0.4277328422590889,0.9362583449486436,0.8832606199314789,0.033419481650345424,0.1256065242541235,0.27606241915998436,0.21339883333670484,0.4994825144254771,7929.49626414954,4365.160228611867,0.16398011244105914,0.25065434329311814,1.027806172733423,0.8595759254850428,331.1722609999997,0.27606241915998436
75,74,tpe,80,0.3611647207948602,1.6009980375921646,0.5119893742036602,3,847,3,0.026710314424281158,0.29059017236156837,0.8005101423152607,0.4690782341219427,0.26606484239519396,0.03852609430680575,0.2761858109907445,0.21230814914960444,0.5045857423182796,7888.968506561786,4228.5101507149075,0.15813088877171397,0.2555106473645603,1.03981415122718,0.6960771859787965,462.23180770801264,0.2761858109907445
98,97,tpe,41,0.2643188718839231,1.847650757782015,1.2500714767905619,5,1022,2,0.19134351993334833,0.7757487539386273,0.8574370506831159,0.7996295973665787,2.9316248433737893,0.030272049934757024,0.27648020306267923,0.21345154005868708,0.4992352413417118,7931.454746061175,4305.333941209489,0.16194415963569606,0.25211465201596867,1.028365936467104,0.7224617146713768,234.16907254199032,0.27648020306267923
85,84,tpe,78,0.5092483776875835,1.3427804661316591,0.33504676905009856,3,1142,2,0.03220581174408545,0.11221412428003726,0.7926593358005662,0.5426211973118449,0.7450576103109954,0.03576436228268478,0.2764830056588026,0.21328461386511388,0.5000181644318156,7925.252085026759,4382.838664159649,0.16061189381107674,0.252793567174755,1.0281833061142671,0.7066546828269347,439.4370738339785,0.2764830056588026
46,45,tpe,69,0.4552328932561942,1.9318788793972075,1.490570471488602,5,882,3,0.1689639264177727,0.17545265751695285,0.8841899342961874,0.9157706148213933,0.07750886871402109,0.055863563081432345,0.27659625883480554,0.21392490245982582,0.49701172916822867,7949.0439958838115,4346.244971850765,0.16427293397142098,0.25068542549991896,1.026489695927342,0.824399140729304,400.1109166670067,0.27659625883480554
78,77,tpe,74,0.5564540916180674,1.4855735938043217,0.35673213740857457,0,968,3,0.04585200614075107,0.10928474358650236,0.8657605755224316,0.4992879519051005,0.11975253000663827,0.04854393155985042,0.2767016150004762,0.21377104595707308,0.4977349753760878,7943.326979793718,4315.494550094499,0.1623105893411328,0.2517222761736124,1.025858859812659,0.7781999607966511,440.2094412500155,0.2767016150004762
53,52,tpe,78,0.8238304535890958,1.1457579646021419,1.3574904181700482,5,922,6,0.14550818479016886,3.777867179043981,0.7602247627668489,0.8812055784111132,0.08402633393176123,0.06004768995370039,0.27693596532007025,0.21486478663825306,0.49258223794923384,7983.968310909531,4446.19371116248,0.16753218436532588,0.24828471472726885,1.020421362316767,0.785697820940213,467.29948099999456,0.27693596532007025
