fold,feature_family,target,protocol,held_out_group,n,mae,rmse,nrmse_range,r2,median_ape_pct
1,thermal,eff,held_out_repetition,1,56,2708.5122128565104,5344.477564721296,0.1438307351580599,0.7726271669488958,25.4180600284166
2,thermal,eff,held_out_repetition,2,56,3145.047650183315,6343.90668437703,0.17072740059966196,0.6796375334875495,26.93977723931632
3,thermal,eff,held_out_repetition,3,56,2654.3626279974947,5165.608678730848,0.13901701051288012,0.7875919056633593,20.382630153359372
4,thermal,eff,held_out_repetition,4,56,2330.442877026184,4356.710845994184,0.11724792858834164,0.848906587435931,30.733869714420425
5,thermal,eff,held_out_repetition,5,56,3909.0474260455294,7935.791696937599,0.21356825620640152,0.4986874513080355,28.50952734829397
6,thermal,eff,held_out_repetition,6,56,2529.9346983358055,4627.573824511898,0.12453740091852182,0.8295351784434299,23.081887303091346
