Temperature,n,mae,rmse,nrmse_range,r2,median_ape_pct
30C,84,3712.157415852302,6731.771059367263,0.18116561790357832,0.6392662871624368,50.06212824849635
40C,84,4440.946713555526,8201.27179500747,0.22071286430191975,0.46458508353899486,56.97221407329738
50C,84,3830.2542031655653,7537.967375675515,0.20286199653967849,0.5476896105787388,42.290518904328124
60C,84,4106.24245913379,6742.6429991735,0.18145820386282108,0.638100162489032,64.89038750265084
